Part_id	Sc_id	abspathanglesrate	blinkdurationmax	blinkdurationmean	blinkdurationmin	blinkdurationstd	blinkdurationtotal	blinknum	blinkrate	blinktimedistancemax	blinktimedistancemean	blinktimedistancemin	blinktimedistancestd	enddistance	endpupilsize	eyemovementvelocity	fixationrate	fixationsaccadetimeratio	length	longestsaccadedistance	longestsaccadeduration	maxdistance	maxpupilsize	maxpupilvelocity	maxsaccadespeed	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	meansaccadedistance	meansaccadeduration	meansaccadespeed	mindistance	minpupilsize	minpupilvelocity	minsaccadespeed	numfixations	numsaccades	numsamples	numsegments	relpathanglesrate	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpathdistance	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	stddevsaccadedistance	stddevsaccadeduration	stddevsaccadespeed	sumabspathangles	sumfixationduration	sumpathdistance	sumrelpathangles	sumsaccadedistance	sumsaccadeduration
EA-007	EA-007_allsc	0.000423916668771	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0248046589791	0.000286168521463	0.177241516197	440300	2422.32086156	21698.0	-1	-1	-1	0.761292881377	1.54256619223	-1	265.047619048	90.2602590787	-1	-1	1.06338442081	649.681570673	1897.9375	0.400007376632	-1	-1	-1	0.0241796558471	126	96	1854	5	0.00028015578654	-1	-1	1.14842199387	-1	258.313448574	63.0731296035	-1	-1	0.99999126889	651.021977002	3229.55365602	0.157820932009	186.65050926	33396	10921.4913485	123.352592814	62369.4307846	182202.0
EA-007	EA-007_allsc	0.000383480105938	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0223733178066	0.000251700979237	0.183291072546	250297	2422.32086156	21698.0	-1	-1	-1	0.761292881377	1.54812774316	-1	265.047619048	90.3221665651	-1	-1	1.08234574502	649.681570673	1897.9375	0.400007376632	-1	-1	-1	0.0241796558471	63	48	928	1	0.000263778992343	-1	-1	1.14393112562	-1	259.352943513	62.9292063957	-1	-1	1.00201426501	654.475698728	3246.68668689	0.158658184208	95.9839200759	16698	5599.97432704	66.0230904465	31184.7153923	91101.0
EA-007	Reading	0.000654113202678	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.041582102194	0.000461811722913	0.210131536037	56300	1887.68187422	3800.0	-1	-1	-1	0.668250300362	1.47306293243	-1	223.038461538	93.6428941409	-1	-1	1.21187966186	659.575780475	1379.85	0.460163774331	-1	-1	-1	0.226337410766	26	20	324	1	0.000516609447329	-1	-1	1.16204444568	-1	212.113268	64.486823403	-1	-1	1.02639315674	550.523157068	1083.14557874	0.108137386121	36.8265733108	5799	2341.07235352	29.0851118846	13191.5156095	27597.0
EA-007	Memory	0.00019001298701	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0152266697254	0.00013889037276	0.0825229357798	93599	2422.32086156	5901.0	-1	-1	-1	0.597608224143	1.48208546426	-1	138.384615385	118.766754969	-1	-1	0.677627574876	1048.37010031	2725.0	0.372849487259	-1	-1	-1	0.185520863656	13	8	327	1	7.96365700877e-05	-1	-1	1.13110886288	-1	65.094211803	69.2738275179	-1	-1	0.915664552099	913.31487362	2117.94381417	0.158109855246	17.7850255712	1799	1425.20105963	7.45390332364	8386.9608025	21800.0
EA-007	CookieTheft	0.000463963751568	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0353921645879	0.00042246083436	0.136046374068	28405	1757.06397022	3999.0	-1	-1	-1	0.761292881377	1.19808094212	-1	191.666666667	91.3922213745	-1	-1	0.950342260092	831.661402303	1690.6	0.470820509289	-1	-1	-1	0.201339469249	12	10	180	1	0.000334568653438	-1	-1	1.15993572296	-1	146.874921019	68.9667170413	-1	-1	1.0741479427	666.653469865	1344.94569903	0.16378527383	13.1788903633	2300	1005.31443512	9.50342260092	8316.61402303	16906.0
EA-007	PupilCalib	0.0019553893443	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.047006511087	0.00102572869476	0.274215662553	11699	524.65017257	21698.0	-1	-1	-1	0.393490854824	2.079645449	-1	566.666666667	49.9935612006	-1	-1	1.1287064558	128.962495725	2479.8	0.230607760077	-1	-1	-1	0.0241796558471	12	10	95	1	0.000964788833062	-1	-1	1.177294147	-1	349.891758154	27.8874205033	-1	-1	1.02191929457	155.773717899	6756.06002539	0.119776803508	22.8760999389	6800	549.929173207	11.287064558	1289.62495725	24798.0
EA-009	EA-009_allsc	0.000972856822018	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0670337241891	0.000712357436398	0.710567994136	407099	2507.47686507	28801.0	-1	-1	-1	1.36512552926	1.38964575223	-1	272.344827586	95.752147662	-1	-1	1.19557589164	298.129699091	935.24	0.422368773304	-1	-1	-1	0.0100663832363	290	250	2316	5	0.000822309191767	-1	-1	1.1239740595	-1	271.967084801	94.3015647444	-1	-1	1.04500142598	323.406142226	2598.06418636	0.207602381706	396.049039387	78980	27289.3620837	334.761249659	74532.4247726	233810.0
EA-009	Reading	0.000925952653724	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.127435968484	0.000859341431975	0.322432153899	51202	2507.47686507	4007.0	-1	-1	-1	1.00710274431	1.10257273898	-1	213.318181818	151.743638566	-1	-1	1.62245955501	381.650353857	831.714285714	0.482881195609	-1	-1	-1	0.117612509141	44	35	369	1	0.00133087186654	-1	-1	1.21260161875	-1	151.774430657	131.03046998	-1	-1	1.22370847661	435.202696397	877.25365476	0.223355488879	47.410627776	9386	6524.97645833	68.1433013105	13357.762385	29110.0
EA-009	Memory	0.00106813873912	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0498568120142	0.000735371362538	0.371164482158	47595	1624.55914247	3400.0	-1	-1	-1	0.635582542281	1.49523715554	-1	279.942857143	69.7922049357	-1	-1	0.916740343533	370.409676776	879.933333333	0.406859360205	-1	-1	-1	0.18050792702	35	30	314	1	0.000635622047202	-1	-1	0.887273309873	-1	273.039637594	38.4473809752	-1	-1	0.661813578965	369.191452647	791.931768801	0.128854516046	50.8380632882	9798	2372.93496782	30.2524313366	11112.2903033	26398.0
EA-009	CookieTheft	0.00173179917008	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0944466611142	0.00123368612428	0.218720415856	46203	743.05312642	28801.0	-1	-1	-1	1.36512552926	1.42882709027	-1	222.929824561	77.9235550618	-1	-1	1.07054377279	223.834698147	1096.16981132	0.411586279214	-1	-1	-1	0.0100663832363	57	53	380	1	0.0012743741208	-1	-1	1.10288233731	-1	158.311160563	71.5552546481	-1	-1	0.968286904232	179.492680984	3902.8947725	0.233427559242	80.0143170554	12707	4363.71908346	58.8799075033	11863.2390018	58097.0
