Sc_id	abspathanglesrate	blinkdurationmax	blinkdurationmean	blinkdurationmin	blinkdurationstd	blinkdurationtotal	blinknum	blinkrate	blinktimedistancemax	blinktimedistancemean	blinktimedistancemin	blinktimedistancestd	doubleclicrate	enddistance	endpupilsize	eyemovementvelocity	fixationrate	fixationsaccadetimeratio	keypressedrate	leftclicrate	length	longestsaccadedistance	longestsaccadeduration	maxdistance	maxpupilsize	maxpupilvelocity	maxsaccadespeed	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	meansaccadedistance	meansaccadeduration	meansaccadespeed	mindistance	minpupilsize	minpupilvelocity	minsaccadespeed	numdoubleclic	numevents	numfixations	numkeypressed	numleftclic	numrightclic	numsaccades	numsamples	numsegments	relpathanglesrate	rightclicrate	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpathdistance	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	stddevsaccadedistance	stddevsaccadeduration	stddevsaccadespeed	sumabspathangles	sumfixationduration	sumpathdistance	sumrelpathangles	sumsaccadedistance	sumsaccadeduration	timetofirstdoubleclic	timetofirstkeypressed	timetofirstleftclic	timetofirstrightclic
EE-093_allsc	0.00433774404327	300	180.421875	100	55.6191141883	11547	64	0.000487303460616	7899	2204.08418269	8	2183.51454457	0.0	-1	-1	0.561727368929	0.00323599954315	17.838760841	4.56846994327e-05	0.0	149875	1031.11311799	116.0	-1	-1	-1	13.263847809	1.34999434579	-1	232.927058824	174.821004735	-1	-1	1.45049587943	181.006673779	40.6781609195	3.94825683016	-1	-1	-1	1.09440879784	0	6	425	6	0	0	174	17993	3	0.00462753853489	0.0	-1	-1	1.13185573438	-1	197.582206075	218.199619212	-1	-1	1.13561193487	165.610295305	21.0265421326	1.94069766207	569.697613923	98994	73774.4639983	607.75777348	31495.1612375	7078.0	-1	82342	-1	-1
Reading	0.00396694154285	300	177.461538462	100	53.8748407101	4614	26	0.000480360639988	7266	2076.68	17	2079.21873789	0.0	-1	-1	0.687986669274	0.00371355725529	13.7824663514	3.69508184606e-05	0.0	59331	444.498204718	92.0	-1	-1	-1	13.263847809	1.07357338974	-1	188.497512438	186.189832306	-1	-1	1.59763269465	151.372934119	39.2714285714	3.74404178352	-1	-1	-1	1.10247310426	0	2	201	2	0	0	70	7122	1	0.00587386664883	0.0	-1	-1	1.30595924262	-1	103.448833941	265.265670083	-1	-1	1.29793271313	91.112804159	16.2506824192	1.57031268536	214.714677949	37888	37237.9664611	317.928906235	10596.1053883	2749.0	-1	134729	-1	-1
CookieTheft	0.00583877068858	283	193.0	100	52.3239906735	2123	11	0.000274368951412	7899	3977.4	200	2513.89623228	0.0	-1	-1	0.680713434348	0.0035917390003	9.47114812612	4.9885263893e-05	0.0	42014	1031.11311799	116.0	-1	-1	-1	9.90795124596	1.63697898214	-1	221.125	190.847293775	-1	-1	1.40886639791	223.483704294	43.6623376623	4.40460343836	-1	-1	-1	1.25944501477	0	2	144	2	0	0	77	5044	1	0.00498999871553	0.0	-1	-1	0.927919035143	-1	126.266444612	168.345059695	-1	-1	0.949527623354	206.117542549	22.8626392486	2.224429964	234.087994446	31842	27291.1630099	200.059028503	17208.2452306	3362.0	-1	82342	-1	-1
EH-055_allsc	0.00394762373509	109	106.0	100	5.19615242271	318	3	2.56217545778e-05	7891	3953.5	16	5568.46590184	0.0	-1	-1	0.472597845032	0.00310023230391	13.330190203	5.12435091555e-05	0.0	117222	1265.27385131	158.0	-1	-1	-1	11.0452047	1.28394268859	-1	249.49862259	153.709823553	-1	-1	1.69998098787	187.643809823	44.3303167421	3.84572111079	-1	-1	-1	0.928949936646	0	6	363	6	0	0	221	14071	3	0.00518322298331	0.0	-1	-1	1.19754806703	-1	204.718421018	221.674052742	-1	-1	1.1049779211	163.618505204	23.2070607279	1.90380929114	462.219367894	90568	55335.5364791	606.89321267	41469.2819709	9797.0	-1	73606	-1	-1
Reading	0.00396493648744	109	106.0	100	5.19615242271	318	3	6.80982430653e-05	7891	3953.5	16	5568.46590184	0.0	-1	-1	0.737686197771	0.00406319516956	7.04279332236	4.53988287102e-05	0.0	44171	497.911064647	142.0	-1	-1	-1	8.58421611881	0.981299505717	-1	167.335195531	182.573189644	-1	-1	1.89839789573	173.855971369	42.1089108911	4.03250976178	-1	-1	-1	1.11717435419	0	2	179	2	0	0	101	5302	1	0.00762737611896	0.0	-1	-1	1.27802018013	-1	72.8407485765	274.803323767	-1	-1	1.25259112293	100.118853007	20.2459383532	1.45774290949	174.671312018	29953	32498.0277566	336.016427545	17559.4531083	4253.0	-1	122614	-1	-1
CookieTheft	0.00517600718227	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0.0	-1	-1	0.542667963407	0.00323290139651	6.91687599909	5.29983835493e-05	0.0	37754	1265.27385131	158.0	-1	-1	-1	11.0452047	1.61427258709	-1	248.270491803	169.245131695	-1	-1	1.65997103259	244.128535407	50.3333333333	4.27307019224	-1	-1	-1	1.23236618347	0	2	122	2	0	0	87	4532	1	0.00527854688794	0.0	-1	-1	0.95359282203	-1	164.778089537	164.215821738	-1	-1	0.85289505541	218.499206604	26.1954490396	2.29440747066	195.326983037	30289	20478.6609351	199.19652391	21239.1825804	4379.0	-1	73606	-1	-1
Memory	0.00261271702522	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0.0	-1	-1	0.0668285629763	0.00175652321727	26.0309012876	5.66620392668e-05	0.0	35297	245.135441604	92.0	-1	-1	-1	3.65266697061	1.51182086621	-1	489.129032258	38.6696358586	-1	-1	1.19467102025	80.9286752176	35.303030303	2.14738705517	-1	-1	-1	0.928949936646	0	2	62	2	0	0	33	4237	1	0.00203077488781	0.0	-1	-1	1.18289216157	-1	318.106512932	29.9308132801	-1	-1	0.915787523445	58.3248122472	19.4927628373	0.740785125521	92.221072839	30326	2358.84778737	71.6802612149	2670.64628218	1165.0	-1	189027	-1	-1
EH-061_allsc	0.00391386292623	258	160.543209877	108	34.2118580987	13004	81	0.000384337989675	15515	2385.81997526	8	2631.5258929	0.0	-1	-1	0.434405230996	0.00305572426359	10.9557860264	2.84694807167e-05	0.0	222677	1219.45267371	150.0	-1	-1	-1	10.0591729428	1.28682439849	-1	255.700310559	142.826476198	-1	-1	1.54258709106	156.300828175	42.7082152975	3.38110514584	-1	-1	-1	1.104276058	0	6	644	6	0	0	353	26727	3	0.00466980414942	0.0	-1	-1	1.14488801276	-1	156.953634821	175.054670584	-1	-1	1.13346052045	126.92303884	19.977611487	1.36002025486	824.85443943	164671	91551.7712429	984.170564098	55174.1923458	15076.0	-1	69912	-1	-1
Reading	0.00276816546674	250	153.772727273	108	40.2195543749	3383	22	0.000311813478846	15515	2901.23809524	8	4219.27129852	0.0	-1	-1	0.510003062297	0.00328821486783	10.5371417037	2.83466798951e-05	0.0	73517	1219.45267371	150.0	-1	-1	-1	8.12968449138	0.845488807385	-1	225.004310345	155.771714547	-1	-1	1.91236281941	146.588476348	41.2833333333	3.31470176003	-1	-1	-1	1.38863591742	0	2	232	2	0	0	120	8824	1	0.0062340507188	0.0	-1	-1	1.18989248944	-1	127.925150526	246.544095631	-1	-1	1.25619692116	127.28340394	18.7988839886	1.19315704438	195.307914506	52201	35983.2660604	439.843448465	17590.6171618	4954.0	-1	185006	-1	-1
CookieTheft	0.00440420706421	233	153.75	108	30.3463873601	4920	32	0.000335043450948	7466	2842.06451613	183	2027.87409102	0.0	-1	-1	0.406930165831	0.00294210030363	11.0273037543	2.09402156842e-05	0.0	99449	853.826707239	133.0	-1	-1	-1	10.0591729428	1.50230648822	-1	275.957295374	138.806786209	-1	-1	1.50273685405	160.195490456	41.6094674556	3.46963807461	-1	-1	-1	1.104276058	0	2	281	2	0	0	169	11936	1	0.00438973492076	0.0	-1	-1	0.959396299762	-1	172.974435431	130.584148136	-1	-1	0.982303058818	138.345775977	19.9499708873	1.5910004737	420.645816702	77544	38865.9001385	419.263582281	27073.037887	7032.0	-1	69912	-1	-1
Memory	0.00467475346793	258	174.111111111	125	30.1679061935	4701	27	0.000604202564504	3366	1425.11538462	375	765.639357762	0.0	-1	-1	0.373768770426	0.00293150133148	11.3029126214	4.47557455188e-05	0.0	49711	431.312903601	116.0	-1	-1	-1	6.22129793485	1.60692852478	-1	266.610687023	128.481577262	-1	-1	0.969484754671	164.227145267	48.28125	3.27182922922	-1	-1	-1	1.29958679918	0	2	131	2	0	0	64	5967	1	0.00279865583621	0.0	-1	-1	1.19796122739	-1	160.108692529	78.9649593352	-1	-1	0.945782954469	89.9076652678	21.5033912054	0.924051676063	208.900708221	34926	16702.605044	125.063533353	10510.5372971	3090.0	-1	280693	-1	-1
EI-0001_allsc	0.00382181336429	300	232.321428571	100	43.9287925214	19515	84	0.000260268200183	72783	3629.38055556	25	10395.8352859	0.0	-1	-1	0.363861546388	0.00335869915475	9.69020517067	1.85905857274e-05	0.0	348028	1683.10809786	200.0	-1	-1	-1	9.61776055922	1.14104286072	-1	243.036900369	108.634718712	-1	-1	1.76122930676	126.190253094	38.2146892655	2.96678631088	-1	-1	-1	1.08	0	6	1084	6	0	0	708	41771	3	0.00588269709952	0.0	-1	-1	1.14375282616	-1	149.232504102	165.012054048	-1	-1	1.13264119207	146.05736018	20.3264505749	1.32752260417	1233.46733244	263452	117434.130927	1898.60519269	89342.6991906	27056.0	-1	88444	-1	-1
Reading	0.00260308829076	291	180.333333333	108	97.3361871728	541	3	2.35319956701e-05	72783	36525.0	267	51276.5553445	0.0	-1	-1	0.333448216304	0.00356117534474	9.16075873316	1.56879971134e-05	0.0	127836	1683.10809786	200.0	-1	-1	-1	9.61776055922	0.732576851736	-1	235.092511013	93.8410139156	-1	-1	2.08869294074	118.446483898	35.5213414634	2.85680043894	-1	-1	-1	1.17960551927	0	2	454	2	0	0	328	15343	1	0.00740543439448	0.0	-1	-1	1.13005267841	-1	160.781865271	212.869322167	-1	-1	1.21270639404	190.161066552	23.5774376813	1.4076614341	331.857313836	106732	42509.9793038	944.089209214	38850.4467187	11651.0	-1	170502	-1	-1
CookieTheft	0.00541760097955	284	217.05	150	30.5105245	4341	20	0.000299800632579	12832	3009.0	958	2848.22593907	0.0	-1	-1	0.479977573432	0.00353764746444	8.76148101065	2.99800632579e-05	0.0	70253	643.462552132	92.0	-1	-1	-1	8.57950069509	1.53793012318	-1	233.627118644	136.25439958	-1	-1	1.66712981059	143.963982256	40.0828025478	3.25285432296	-1	-1	-1	1.08	0	2	236	2	0	0	157	8432	1	0.00584773689015	0.0	-1	-1	0.949629926908	-1	130.366507682	126.479780653	-1	-1	0.999245782638	111.294617903	16.089079663	1.47616601106	361.413578947	55136	32019.7839012	390.108375678	22602.3452142	6293.0	-1	88444	-1	-1
Memory	0.00420232630602	300	239.885245902	100	42.282816983	14633	61	0.00047453460602	10890	2214.96666667	25	1738.23881224	0.0	-1	-1	0.333764053011	0.00306502679954	11.1483757682	1.55585116728e-05	0.0	149939	426.738721636	109.0	-1	-1	-1	8.2688926435	1.37454564799	-1	257.827411168	109.171419141	-1	-1	1.439815326	125.066848689	40.8609865471	2.92715710953	-1	-1	-1	1.23279042176	0	2	394	2	0	0	223	17996	1	0.00439067117703	0.0	-1	-1	1.11867914885	-1	145.139191453	111.846860141	-1	-1	1.00472700992	75.2082156337	17.1714579052	1.04170513549	540.19643966	101584	42904.3677223	564.407607793	27889.9072578	9112.0	-1	329919	-1	-1
EI-023_allsc	0.0034716245193	208	127.708333333	100	27.2914689118	3065	24	0.000104303383776	21823	8233.80208333	950	6417.17877802	0.0	-1	-1	0.380484119621	0.00253804900521	17.1756739898	2.60758459439e-05	0.0	235868	1879.78439495	200.0	-1	-1	-1	11.0230059088	1.37489476531	-1	326.061643836	150.686118686	-1	-1	1.56289013312	172.978383231	43.9315068493	3.31914072809	-1	-1	-1	0.865983904962	0	6	584	6	0	0	365	28311	3	0.00392593806528	0.0	-1	-1	1.12521629713	-1	353.204287801	205.51575576	-1	-1	1.14824423697	208.570903724	25.7595222803	1.7693984729	798.813858643	190420	87548.6349566	903.350496945	63137.1098792	16035.0	-1	75622	-1	-1
Reading	0.00405024149826	158	131.6	100	23.7128657062	658	5	8.99636546835e-05	21823	10586.5	2766	9341.31691287	0.0	-1	-1	0.722987497787	0.00386843715139	6.87738880433	3.59854618734e-05	0.0	56094	1879.78439495	200.0	-1	-1	-1	11.0230059088	1.05188935509	-1	189.144186047	187.767285757	-1	-1	1.63447766809	199.343725408	47.304	3.43096298995	-1	-1	-1	1.31533410441	0	2	215	2	0	0	125	6733	1	0.00626405670055	0.0	-1	-1	1.34662210582	-1	115.720306747	280.10456238	-1	-1	1.37714829511	288.189829466	28.290607127	1.8589283793	225.10432199	40666	40182.199152	348.143743303	24917.965676	5913.0	-1	186259	-1	-1
CookieTheft	0.00480896814798	167	120.214285714	100	21.930584795	1683	14	0.000147631048919	18506	6330.0	1725	4634.71090432	0.0	-1	-1	0.419938604541	0.00302643650283	9.83828423518	2.10901498455e-05	0.0	96406	723.657556611	142.0	-1	-1	-1	10.2704596701	1.59454286168	-1	278.111498258	139.241950375	-1	-1	1.52331425577	178.660264787	44.3333333333	3.54343439009	-1	-1	-1	1.27485229802	0	2	287	2	0	0	183	11571	1	0.00457808694302	0.0	-1	-1	0.905852806415	-1	160.045605739	149.476000152	-1	-1	0.981664123961	157.86392074	23.5829919467	1.7750061473	456.039258441	79818	39823.1978072	434.144562893	32694.8284559	8113.0	-1	75622	-1	-1
Memory	0.00147661883335	208	144.8	108	39.7076818764	724	5	6.27439169772e-05	16415	11211.75	950	7001.73275578	0.0	-1	-1	0.0946584597299	0.00102900023843	34.8113489298	2.50975667909e-05	0.0	83368	457.379898021	117.0	-1	-1	-1	6.56459447929	1.45271948409	-1	852.87804878	93.1263950298	-1	-1	1.51327738437	96.9178201277	35.2456140351	2.35381576532	-1	-1	-1	0.865983904962	0	2	82	2	0	0	57	10007	1	0.00151918320909	0.0	-1	-1	0.984976786337	-1	658.199984436	101.104984944	-1	-1	1.02668629013	101.582379373	25.1128031531	1.14799339022	117.670278211	69936	7543.23799741	121.062190749	5524.31574728	2009.0	-1	267306	-1	-1
EI-037_allsc	0.00360383889981	267	165.926829268	100	42.30093985	6803	41	0.000458402745944	10849	2061.33012409	8	2285.43068267	0.0	-1	-1	0.588460368827	0.00282868035912	10.7303416009	6.70833286748e-05	0.0	99305	1262.26028769	117.0	-1	-1	-1	13.2005916	1.28932382015	-1	227.52173913	210.529935393	-1	-1	1.70719736022	184.11259771	43.9722222222	3.76348256478	-1	-1	-1	1.08253584948	0	6	253	6	0	0	108	11922	3	0.00471459116036	0.0	-1	-1	1.09753251825	-1	178.400333769	274.893952359	-1	-1	1.13870635306	171.885286217	21.9478814822	1.83872165076	322.330955038	57563	52632.4838482	421.677747973	19884.1605527	4749.0	-1	78051	-1	-1
Reading	0.00295198038269	250	158.4	108	45.0524840135	3168	20	0.000488328938373	10849	1891.36842105	8	2649.18709147	0.0	-1	-1	0.781794269527	0.00322297099326	10.0895824889	4.88328938373e-05	0.0	44470	778.834904398	83.0	-1	-1	-1	13.2005916	0.922910752315	-1	188.568181818	244.421115288	-1	-1	1.74291285698	183.959725538	44.0535714286	3.91284937921	-1	-1	-1	1.08253584948	0	2	132	2	0	0	56	5338	1	0.00553224610333	0.0	-1	-1	1.20539781241	-1	109.456059236	331.724604391	-1	-1	1.26164301406	127.972029917	16.4785476444	1.87123452565	120.901308553	24891	32019.1661027	226.578671408	10301.7446301	2467.0	-1	136073	-1	-1
CookieTheft	0.00437675801214	267	176.529411765	100	42.3897358553	3001	17	0.000403522514183	5899	2232.5	9	1987.71221928	0.0	-1	-1	0.39833714732	0.00256355479598	15.5794297352	4.74732369627e-05	0.0	43938	513.525775461	109.0	-1	-1	-1	7.87481553907	1.72325643265	-1	283.314814815	156.836875509	-1	-1	1.67482861028	165.318010288	43.6444444444	3.49097473042	-1	-1	-1	1.53105568375	0	2	108	2	0	0	45	5274	1	0.00421400538084	0.0	-1	-1	0.757854968391	-1	232.221117965	171.815686937	-1	-1	0.990968549607	137.609706592	25.0001414137	1.47008713673	184.388438293	30598	16781.5456795	177.531832689	7439.31046297	1964.0	-1	78051	-1	-1
EI-051_allsc	0.00334276818374	292	155.669421488	100	46.0236150307	18836	121	0.000709190760592	11874	1365.01478706	8	1846.34362111	0.0	-1	-1	0.619747184395	0.00256715333173	10.3688257793	3.51664839963e-05	0.0	192373	1838.63725359	133.0	-1	-1	-1	31.1633432811	1.31111052691	-1	245.99543379	243.079092781	-1	-1	1.52559385861	232.135551036	46.4909090909	4.17400934338	-1	-1	-1	0.825788518259	0	6	438	6	0	0	220	23092	3	0.00386278358498	0.0	-1	-1	1.13635927699	-1	141.168059531	297.862605856	-1	-1	1.1378139577	286.215448694	25.5631532254	3.24492303106	570.333079204	107746	105739.40536	659.056546919	51069.8212278	10228.0	-1	85325	-1	-1
Reading	0.00268818366435	242	153.225806452	100	41.4163491691	4750	31	0.000493575556865	11874	1775.9	8	2622.50323099	0.0	-1	-1	0.567037801349	0.00291368796472	10.1993583868	3.18435843139e-05	0.0	65076	1474.01087026	133.0	-1	-1	-1	13.6482487987	0.92767445828	-1	243.224043716	195.681006535	-1	-1	1.69893573506	206.879397929	46.9247311828	3.84778946165	-1	-1	-1	0.825788518259	0	2	183	2	0	0	93	7811	1	0.00489606840074	0.0	-1	-1	1.25531172675	-1	147.905260258	293.446134713	-1	-1	1.30787674255	250.890171439	24.0326935648	2.07753227115	168.836751407	44510	35613.9431893	307.507368045	19239.7840074	4364.0	-1	155154	-1	-1
CookieTheft	0.00463046526895	259	147.837209302	100	42.5921579148	6357	43	0.000797522117328	3691	1198.97619048	42	792.103020157	0.0	-1	-1	0.571976752094	0.00291188307955	12.4015748031	3.70940519688e-05	0.0	59181	1237.05453471	125.0	-1	-1	-1	10.4222394529	1.60038971735	-1	270.859872611	197.687631684	-1	-1	1.44210354445	223.176884186	46.9726027397	3.87468258152	-1	-1	-1	1.24844323589	0	2	157	2	0	0	73	7104	1	0.00414574344623	0.0	-1	-1	0.908682731973	-1	137.68565362	191.484601311	-1	-1	1.01424172003	243.0928333	27.7037766192	2.43808119317	249.660795906	42525	30839.2705426	223.52604939	16291.9125456	3429.0	-1	85325	-1	-1
EI-096_allsc	0.00342660289597	291	166.048951049	100	41.2741314257	23745	143	0.000854241338112	13831	1180.0537402	8	1854.35808871	0.0	-1	-1	0.422200111683	0.00291517323775	11.2510948662	3.58422939068e-05	0.0	203076	1121.85833746	108.0	-1	-1	-1	13.3624688551	1.18270788615	-1	189.93442623	145.724327208	-1	-1	1.74803303808	179.555456289	43.8316831683	3.79723899316	-1	-1	-1	0.776659513558	0	6	488	6	0	0	202	24380	3	0.00503316561742	0.0	-1	-1	1.05322324064	-1	124.652979512	211.044905933	-1	-1	1.14684395266	147.383085038	21.4719853614	1.97247152644	573.613324785	92688	70676.2986958	842.551924356	36270.2021704	8854.0	-1	116301	-1	-1
Reading	0.00322456966891	291	161.088888889	100	53.7442691331	7249	45	0.000735919408648	13831	1331.27272727	8	2673.23882788	0.0	-1	-1	0.588109261864	0.00382678092497	10.7516666667	3.27075292732e-05	0.0	69450	387.681274723	108.0	-1	-1	-1	7.41707242484	0.846248867445	-1	165.41025641	154.342082165	-1	-1	1.96491342216	143.694658678	41.3793103448	3.34522560848	-1	-1	-1	1.19134962338	0	2	234	2	0	0	87	8336	1	0.00745502573985	0.0	-1	-1	1.14835385577	-1	84.2245266029	264.46594323	-1	-1	1.21846033184	92.2401531532	21.7914221332	1.32616933121	197.175986115	38706	35961.7051445	455.859913941	12501.435305	3600.0	-1	193293	-1	-1
CookieTheft	0.0052067004786	216	149.903225806	108	26.8841401062	4647	31	0.000588894587869	4674	1574.36666667	75	1442.4529989	0.0	-1	-1	0.459420315054	0.00332440493152	9.17472582253	3.79931992173e-05	0.0	57982	682.788805955	100.0	-1	-1	-1	9.25194683869	1.57520643617	-1	210.337142857	138.990487384	-1	-1	1.57177151859	211.448145126	48.9268292683	4.03462462241	-1	-1	-1	1.35485360807	0	2	175	2	0	0	82	6960	1	0.0051654883592	0.0	-1	-1	0.817285125304	-1	159.51973734	138.916328802	-1	-1	1.07011105088	151.082114243	21.1921138884	1.93989302839	274.085919894	36809	24184.3448048	271.916472717	17338.7479003	4012.0	-1	116301	-1	-1
El-101_allsc	0.00419637999979	242	126.326530612	100	27.8510829795	6190	49	0.000144398800017	32705	5416.73702624	8	6935.72459467	0.0	-1	-1	0.413666461119	0.00293807354319	11.0535503213	1.76814857163e-05	0.0	351334	1604.44968487	250.0	-1	-1	-1	10.0186843968	1.43258671667	-1	255.244734203	141.220070003	-1	-1	1.30991489702	155.173471011	43.8407258065	2.91790467928	-1	-1	-1	0.888186021363	0	6	997	6	0	0	496	42170	3	0.00382546506124	0.0	-1	-1	1.09042885889	-1	187.483129856	172.719109285	-1	-1	1.03419238846	173.834085202	28.1232646545	1.63840235744	1423.99119637	254479	140372.749583	1298.12566295	76966.0416214	21745.0	-1	85388	-1	-1
Reading	0.00378355665894	242	152.909090909	100	42.8472975705	1682	11	0.000175122984096	5007	1039.2	8	1588.20288377	0.0	-1	-1	0.618873083902	0.00350245968191	7.55867290136	3.18405425628e-05	0.0	63877	1604.44968487	250.0	-1	-1	-1	10.0186843968	1.08518970054	-1	154.3	177.5035389	-1	-1	1.50113316745	203.714158259	52.8352941176	3.2852843739	-1	-1	-1	1.11049780935	0	2	220	2	0	0	85	7667	1	0.00520986150165	0.0	-1	-1	1.26052901925	-1	69.6201763124	263.579306829	-1	-1	1.21583742735	259.473087435	37.7330368885	1.54180158445	237.656544418	33946	38873.2750191	327.247030503	17315.703452	4491.0	-1	269596	-1	-1
CookieTheft	0.00446245017638	167	121.909090909	100	17.0793919009	2682	22	0.000141956548391	32705	6985.04761905	175	8213.33612776	0.0	-1	-1	0.32343096749	0.00289075153087	12.5809990414	1.29051407628e-05	0.0	158659	768.440476582	142.0	-1	-1	-1	8.87203240811	1.54715244068	-1	263.667410714	112.135035903	-1	-1	1.3359526072	137.877603621	41.5442477876	2.78923428165	-1	-1	-1	0.888186021363	0	2	448	2	0	0	226	19042	1	0.003844666388	0.0	-1	-1	0.904123667175	-1	198.934721366	139.582215949	-1	-1	0.975904919645	148.952783582	24.9627328919	1.60545667658	691.577140984	118123	50124.3610488	595.834862813	31160.3384184	9389.0	-1	85388	-1	-1
Memory	0.00407047019258	134	114.125	100	12.0104121495	1826	16	0.000131635238753	21473	6269.86666667	1025	6274.80185079	0.0	-1	-1	0.422673458349	0.00270674959687	13.020979021	1.64544048442e-05	0.0	128798	658.815385521	150.0	-1	-1	-1	8.73339108303	1.50840704563	-1	311.276595745	156.631443645	-1	-1	1.14692284292	153.999998654	42.5135135135	2.90629514319	-1	-1	-1	0.905983904962	0	2	329	2	0	0	185	15461	1	0.00308556100993	0.0	-1	-1	1.15412273213	-1	198.710306895	124.196128344	-1	-1	0.95496993612	148.222198144	25.8871102952	1.70342393816	494.757510968	102410	51375.1135154	375.043769634	28489.999751	7865.0	-1	387521	-1	-1
EO-008_allsc	0.00408509780841	292	170.0	100	59.3155404033	7310	43	0.000303863303913	20273	2565.8498062	8	4149.32540975	0.0	-1	-1	0.478043440039	0.003158765043	9.95915814493	4.23995307785e-05	0.0	144261	1648.60271898	141.0	-1	-1	-1	14.0906215297	1.30199611704	-1	222.548098434	152.361273071	-1	-1	1.52582728817	215.623238202	46.8081632653	4.08685039809	-1	-1	-1	0.941588123652	0	6	447	6	0	0	245	17316	3	0.00475503553846	0.0	-1	-1	1.21961967316	-1	154.868964689	214.916435311	-1	-1	1.20683371097	230.270003866	23.3620807792	1.9352383018	578.086275966	99479	67648.4052434	672.889834082	52827.6933596	11468.0	-1	69704	-1	-1
Reading	0.00371434532833	267	159.444444444	100	58.2539936638	1435	9	0.000135812156697	20273	6584.625	33	7373.55769795	0.0	-1	-1	0.609307743298	0.00354620631376	7.56920359666	3.0180479266e-05	0.0	66635	1648.60271898	141.0	-1	-1	-1	14.0906215297	1.05188989837	-1	200.6	172.553869798	-1	-1	1.67226676921	217.263225061	45.7941176471	4.11833202071	-1	-1	-1	1.57129906449	0	2	235	2	0	0	136	7998	1	0.0058797331627	0.0	-1	-1	1.32282350849	-1	121.7825651	266.429957718	-1	-1	1.33988512387	263.288838205	23.2869754241	2.01832891641	246.142236218	47141	40377.6055328	389.638157226	29547.7986084	6228.0	-1	129116	-1	-1
CookieTheft	0.00473332202828	266	149.111111111	100	52.9042636383	1342	9	0.000201360300698	5241	2654.875	8	2342.17264445	0.0	-1	-1	0.462790977548	0.00299803114373	8.9798757764	4.47467334885e-05	0.0	45238	1180.82550659	117.0	-1	-1	-1	10.0925256973	1.5906809126	-1	269.731343284	155.525605508	-1	-1	1.44458912344	207.252410425	47.9166666667	3.9077286817	-1	-1	-1	0.941588123652	0	2	134	2	0	0	84	5430	1	0.00426628253745	0.0	-1	-1	0.995990777632	-1	154.943558202	150.504644602	-1	-1	1.03722501911	186.483826448	21.7295580898	1.8983117293	211.560561376	36144	20684.9055325	190.685764294	17409.2024757	4025.0	-1	69704	-1	-1
Memory	0.00394092638794	292	181.32	100	61.2703843631	4533	25	0.000818410973254	5167	1087.04166667	34	1356.63027161	0.0	-1	-1	0.21559872256	0.00255344223655	13.3283950617	6.54728778603e-05	0.0	32388	522.663980361	100.0	-1	-1	-1	7.06383856879	1.56342179705	-1	207.615384615	85.5310932211	-1	-1	1.21797253372	234.82769102	48.6	4.51743933809	-1	-1	-1	1.75628202046	0	2	78	2	0	0	25	3888	1	0.00303027834362	0.0	-1	-1	1.08400253652	-1	216.365325424	80.4272530986	-1	-1	0.968325669925	168.03872384	29.1904664802	1.54529054055	120.383478373	16194	6585.89417803	92.5659125626	5870.69227551	1215.0	-1	260687	-1	-1
EO-026_allsc	0.0049474397216	267	148.858333333	100	38.0531021789	17863	120	0.000834010967244	7574	1096.23154733	8	1418.09347465	0.0	-1	-1	0.583315584293	0.00346809560546	23.9428164951	4.17005483622e-05	0.0	162145	1302.49727292	166.0	-1	-1	-1	12.8737465684	1.43518643037	-1	181.420841683	169.212089143	-1	-1	1.42894588082	173.30694383	42.4626865672	3.53384759723	-1	-1	-1	1.11614480146	0	6	499	6	0	0	201	19463	3	0.0048961331029	0.0	-1	-1	1.12374489575	-1	108.379387399	228.227192178	-1	-1	1.12033246722	193.338068916	21.992722677	1.87473061619	711.852469463	90529	83929.1962148	704.470319245	34834.6957099	8535.0	-1	72788	-1	-1
Reading	0.00364749589423	267	156.388888889	108	50.8181751749	2815	18	0.000410855721166	7574	1874.88235294	8	2140.29463166	0.0	-1	-1	0.86667235136	0.00340097235854	6.41552386177	4.56506356851e-05	0.0	46136	1302.49727292	125.0	-1	-1	-1	12.8737465684	1.07973272042	-1	156.986577181	256.552583685	-1	-1	1.54831322723	237.523406056	52.8405797101	3.99756321545	-1	-1	-1	1.2938349429	0	2	149	2	0	0	69	5538	1	0.00519508900512	0.0	-1	-1	1.33776037345	-1	83.0504557302	338.04103751	-1	-1	1.35021395378	254.486007592	21.8003124562	2.17123154166	159.800442622	23391	37969.7823854	227.602044403	16389.1150179	3646.0	-1	149618	-1	-1
