Sc_id	abspathanglesrate	blinkdurationmax	blinkdurationmean	blinkdurationmin	blinkdurationstd	blinkdurationtotal	blinknum	blinkrate	blinktimedistancemax	blinktimedistancemean	blinktimedistancemin	blinktimedistancestd	doubleclicrate	enddistance	endpupilsize	eyemovementvelocity	fixationrate	fixationsaccadetimeratio	keypressedrate	leftclicrate	length	longestsaccadedistance	longestsaccadeduration	maxdistance	maxpupilsize	maxpupilvelocity	maxsaccadespeed	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	meansaccadedistance	meansaccadeduration	meansaccadespeed	mindistance	minpupilsize	minpupilvelocity	minsaccadespeed	numdoubleclic	numevents	numfixations	numkeypressed	numleftclic	numrightclic	numsaccades	numsamples	numsegments	relpathanglesrate	rightclicrate	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpathdistance	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	stddevsaccadedistance	stddevsaccadeduration	stddevsaccadespeed	sumabspathangles	sumfixationduration	sumpathdistance	sumrelpathangles	sumsaccadedistance	sumsaccadeduration	timetofirstdoubleclic	timetofirstkeypressed	timetofirstleftclic	timetofirstrightclic
CookieTheft	0.00596262277174	242	129.0	100	30.7546119118	3483	27	0.000488184135824	6691	1979.53846154	9	1821.47573645	0.0	-1	-1	0.478659078087	0.00370658325348	8.86583143508	3.61617878388e-05	0.0	58859	867.499944857	166.0	-1	-1	-1	8.35481368789	1.61654302763	-1	189.858536585	129.770576626	-1	-1	1.43916755836	148.365224378	39.1964285714	3.40760401499	-1	-1	-1	1.27293301214	0	2	205	2	0	0	112	7065	1	0.00528235149884	0.0	-1	-1	0.988168619962	-1	114.671416716	142.445752844	-1	-1	1.05923202979	130.226219137	20.0386290398	1.60223578743	329.774777637	38921	26473.1976318	292.151014347	16616.9051304	4390.0	-1	72788	-1	-1
EO-054_allsc	0.00334690535038	300	143.096774194	100	48.1877168477	8872	62	0.000498737069035	17906	1844.71105954	8	2683.7166118	0.0	-1	-1	0.587198151592	0.00255803851537	8.64293269096	4.82648776485e-05	0.0	137677	1453.9910385	125.0	-1	-1	-1	22.0301672501	1.32084822771	-1	167.556603774	231.736352435	-1	-1	1.59335538066	238.136906681	45.2888888889	4.4517020055	-1	-1	-1	1.30542241775	0	6	318	6	0	0	135	16527	3	0.00399896132992	0.0	-1	-1	1.18747996312	-1	128.103941447	275.831301903	-1	-1	1.11541179869	237.775075418	26.1544969641	2.74879451269	416.067191728	53283	72996.951017	497.126878767	32148.4824019	6114.0	-1	84253	-1	-1
Reading	0.00355948923794	300	148.0	100	55.0875666553	3848	26	0.000495700749271	17906	1895.56	8	3722.02617401	0.0	-1	-1	0.719431224196	0.00333644735086	13.8817261588	3.8130826867e-05	0.0	54278	584.430662727	92.0	-1	-1	-1	7.09305344644	1.07298143689	-1	148.891428571	216.867167473	-1	-1	1.61011171244	187.305346808	40.8043478261	4.09101927981	-1	-1	-1	1.54899174311	0	2	175	2	0	0	46	6515	1	0.00531065806663	0.0	-1	-1	1.27709026509	-1	81.4143276224	316.526578078	-1	-1	1.27455822872	141.423468806	19.8344476608	1.63031157412	186.698770019	26056	37734.8871403	278.549326253	8616.04595316	1877.0	-1	137916	-1	-1
CookieTheft	0.00522369159202	266	162.333333333	100	50.0387728455	1948	12	0.0003095176683	6200	2265.09090909	200	2067.51316584	0.0	-1	-1	0.783723556611	0.00317255610008	10.3189469141	5.158627805e-05	0.0	40646	1453.9910385	125.0	-1	-1	-1	22.0301672501	1.66002068051	-1	194.382113821	249.057067949	-1	-1	1.57899422018	269.836855779	46.34	4.89147947306	-1	-1	-1	1.30542241775	0	2	123	2	0	0	50	4879	1	0.00492799331034	0.0	-1	-1	0.961192213949	-1	174.439830405	209.111765409	-1	-1	0.88579454486	292.16317578	28.7470388892	3.64172299232	202.522523023	23909	30384.9622898	191.058300642	13491.8427889	2317.0	-1	84253	-1	-1
EO-080_allsc	0.00340988743492	300	169.348837209	100	50.7870829664	7282	43	0.000417447357947	5883	1486.01826985	9	1495.3985517	0.0	-1	-1	0.535064130055	0.00285417495898	11.3350975372	5.82484685507e-05	0.0	119688	1609.31928846	158.0	-1	-1	-1	12.1423648088	1.20701812718	-1	233.081632653	189.399831081	-1	-1	1.66304352231	204.683432494	43.4090909091	4.09273528635	-1	-1	-1	1.24125472569	0	6	294	6	0	0	132	14368	3	0.00464974743876	0.0	-1	-1	1.11631928143	-1	159.379728166	250.301369112	-1	-1	1.14806768354	214.943862745	25.1089092018	1.90085154155	351.242275009	68526	55115.3508446	478.956534424	27018.2130892	5730.0	-1	91241	-1	-1
Reading	0.0031831074307	267	176.944444444	116	44.1194531221	3185	18	0.000345582306186	5883	1506.58823529	183	1696.95643207	0.0	-1	-1	0.64490231974	0.00337902699382	15.2124413146	3.83980340207e-05	0.0	61985	1609.31928846	142.0	-1	-1	-1	11.3332344258	0.947401906489	-1	220.926136364	191.945041291	-1	-1	1.7978420043	178.17812484	41.9016393443	3.75796015422	-1	-1	-1	1.2792386295	0	2	176	2	0	0	61	7440	1	0.00600592306472	0.0	-1	-1	1.22036026813	-1	127.18858978	295.452591609	-1	-1	1.23169110443	207.532566524	21.906395503	1.47897895172	165.795333636	38883	33590.382226	312.824508749	10868.8656152	2556.0	-1	132886	-1	-1
CookieTheft	0.00526239825029	241	178.2	116	59.0313476045	891	5	0.000191270418117	4283	2256.25	9	1767.5314943	0.0	-1	-1	0.62362931336	0.00332810527524	9.21589277166	7.65081672469e-05	0.0	27689	1007.81627913	158.0	-1	-1	-1	12.1423648088	1.59958549606	-1	221.287356322	189.56155675	-1	-1	1.49716821255	231.739019528	45.4130434783	4.42491100962	-1	-1	-1	1.64487412701	0	2	87	2	0	0	46	3324	1	0.00486818783009	0.0	-1	-1	0.811120705621	-1	148.20585213	168.675106898	-1	-1	0.963108035892	230.922048344	27.0082918025	2.33498844608	137.564352661	19252	16302.2938805	127.259298066	10659.9948983	2089.0	-1	91241	-1	-1
Memory	0.00193230785766	300	160.3	100	55.3620618722	3206	20	0.000807102502018	4947	1274.94736842	58	1227.00486614	0.0	-1	-1	0.210761692415	0.00125100887813	9.57695852535	8.07102502018e-05	0.0	30014	663.178221237	109.0	-1	-1	-1	7.47264157292	1.59608629043	-1	335.193548387	174.089157934	-1	-1	1.34043888307	219.57410303	43.4	4.29838327795	-1	-1	-1	1.24125472569	0	2	31	2	0	0	25	3604	1	0.00156871378568	0.0	-1	-1	0.759803041929	-1	280.562817607	138.133862198	-1	-1	1.02462724804	202.734703417	29.3314393328	1.86831121591	47.8825887129	10391	5222.67473803	38.872727609	5489.35257576	1085.0	-1	231467	-1	-1
EO-083_allsc	0.00418309674409	292	150.939597315	100	50.3516322218	22490	149	0.0010515469738	7124	932.768712676	8	1224.61712867	0.0	-1	-1	0.720831854323	0.00323227190605	8.79842702663	4.23441734417e-05	0.0	171225	1309.28687591	125.0	-1	-1	-1	11.8253256221	1.30269906868	-1	198.15720524	224.481297649	-1	-1	1.65771923346	207.12251077	45.0693877551	3.78781725211	-1	-1	-1	0.95900826079	0	6	458	6	0	0	245	20553	3	0.00528800455571	0.0	-1	-1	1.1098918541	-1	100.071863469	245.922030585	-1	-1	1.14205208497	237.914636442	23.0803852221	2.32127343278	592.728076251	90756	102138.99043	749.289093525	50745.0151386	11042.0	-1	90421	-1	-1
Reading	0.00361360538857	267	129.285714286	100	46.3837315171	1810	14	0.000284212022169	7124	3571.92307692	133	2375.10611909	0.0	-1	-1	0.766551814054	0.00408047260399	6.90406444526	4.06017174526e-05	0.0	50736	1309.28687591	125.0	-1	-1	-1	10.9383940184	0.890012939177	-1	187.611940299	188.797879042	-1	-1	2.04515241149	182.359901326	44.406504065	3.53621884012	-1	-1	-1	1.15742452681	0	2	201	2	0	0	123	6090	1	0.00826215168572	0.0	-1	-1	1.24388433136	-1	86.2086924661	271.763875246	-1	-1	1.24092277023	227.962541793	20.752577323	1.86184300234	178.002587835	37710	37759.5758085	406.985329887	22430.2678631	5462.0	-1	145931	-1	-1
CookieTheft	0.00577713169266	259	123.5	100	29.0843159778	4940	40	0.00100467172351	3432	798.051282051	9	667.136297473	0.0	-1	-1	0.619634530371	0.00354146782539	12.6721311475	5.02335861757e-05	0.0	44704	864.36950918	109.0	-1	-1	-1	8.22645973645	1.64293372294	-1	230.255319149	176.215208516	-1	-1	1.49153741882	157.571818786	39.4153846154	3.36177489994	-1	-1	-1	0.95900826079	0	2	141	2	0	0	65	5366	1	0.00520730650567	0.0	-1	-1	0.830141524818	-1	122.404096818	161.969355843	-1	-1	1.02441560926	157.364839486	18.8264211845	1.98894114283	230.010721212	32466	24670.1291922	207.323701217	10242.1682211	2562.0	-1	90421	-1	-1
EO-093_allsc	0.00316246291838	300	199.841463415	100	61.0102012012	32774	164	0.000542094998843	14815	1956.20568035	8	2392.0159906	0.0	-1	-1	0.426664346709	0.00242620566555	13.2180732434	1.98327438601e-05	0.0	364403	1337.86997968	141.0	-1	-1	-1	11.439169941	1.30880972189	-1	260.493188011	176.578337633	-1	-1	1.67243536928	183.768476164	43.4953560372	3.65477578008	-1	-1	-1	1.08663659193	0	6	734	6	0	0	323	43741	3	0.00402450318591	0.0	-1	-1	1.01051539451	-1	212.199787023	208.974945362	-1	-1	1.05418978094	194.714729016	25.1759487312	2.02558603163	956.739906698	191202	129078.76481	1217.53294883	59357.217801	14049.0	-1	87419	-1	-1
Reading	0.00305883056887	300	159.666666667	100	58.3154551358	4311	27	0.000447508867305	14815	1999.65384615	8	4007.22515407	0.0	-1	-1	0.588485479813	0.00356349653595	12.4177370031	3.31488049856e-05	0.0	64527	1337.86997968	133.0	-1	-1	-1	10.1568296315	0.862390110011	-1	188.865116279	165.914406257	-1	-1	2.0339911758	175.077464485	42.4675324675	3.55651845659	-1	-1	-1	1.13397698803	0	2	215	2	0	0	77	7745	1	0.00718069613227	0.0	-1	-1	1.20064476949	-1	118.798287543	251.290422637	-1	-1	1.20955247169	207.038728605	21.1290423822	1.81926063389	184.551483542	40606	35505.682939	433.240120445	13480.9647653	3270.0	-1	166076	-1	-1
CookieTheft	0.00543350028301	292	173.941176471	100	49.0605118556	2957	17	0.000280416996569	12332	3375.75	625	2879.56333495	0.0	-1	-1	0.416128139537	0.00339799419372	9.14705882353	3.29902348905e-05	0.0	63143	945.550003785	141.0	-1	-1	-1	8.75509262764	1.60683181052	-1	220.417475728	123.060255275	-1	-1	1.49879679997	161.797452832	45.962962963	3.20723504447	-1	-1	-1	1.08663659193	0	2	206	2	0	0	108	7579	1	0.00504345716537	0.0	-1	-1	0.934654245543	-1	132.259760986	134.351521336	-1	-1	0.943742628191	135.608486249	24.9511395151	1.45303946539	329.400521157	45406	25227.3523313	305.754547193	17474.1249058	4964.0	-1	87419	-1	-1
ER-047_allsc	0.00385141917726	292	185.138888889	100	64.0616572619	13330	72	0.000553445969837	10733	1816.07738695	8	2587.6730468	0.0	-1	-1	0.619649213342	0.0030439528341	7.8068141996	4.61204974864e-05	0.0	151428	1678.73953108	158.0	-1	-1	-1	15.3076038002	1.27492754821	-1	158.252525253	205.121233487	-1	-1	1.29001119713	237.434761923	49.8513513514	3.92766882489	-1	-1	-1	1.19656620078	0	6	396	6	0	0	148	18179	3	0.00386723728136	0.0	-1	-1	1.17548838258	-1	87.4463705086	269.597128914	-1	-1	1.12708700275	302.510541337	30.7567513444	2.46788627843	501.046526447	62668	80612.6447605	503.104366881	35140.3447646	7378.0	-1	73276	-1	-1
Reading	0.00418605833763	292	195.966666667	100	58.4722057954	5879	30	0.000406884485495	10408	2315.68965517	8	2911.25793998	0.0	-1	-1	0.649061820513	0.0036212719209	8.39585012087	2.71256323663e-05	0.0	80280	1633.77122728	158.0	-1	-1	-1	15.3076038002	1.16030927553	-1	156.093632959	179.909688302	-1	-1	1.32750361993	210.11319678	47.7307692308	3.84448105863	-1	-1	-1	1.19656620078	0	2	267	2	0	0	104	9636	1	0.00477124220859	0.0	-1	-1	1.2689433768	-1	77.4690978695	274.292111737	-1	-1	1.19444703084	260.507740205	26.0690758173	2.36980393945	308.642267292	41677	47855.9770883	351.788459282	21851.7724651	4964.0	-1	120483	-1	-1
CookieTheft	0.00468738101646	292	177.95	100	69.4356764055	3559	20	0.000609942055505	10733	1464.26315789	33	2472.68205356	0.0	-1	-1	0.596866739236	0.00311070448307	11.3411392405	6.09942055505e-05	0.0	35043	1678.73953108	133.0	-1	-1	-1	13.4299162487	1.52177449039	-1	175.676470588	193.774855243	-1	-1	1.28215517826	238.940452005	49.375	3.89543404544	-1	-1	-1	1.35132379559	0	2	102	2	0	0	32	4207	1	0.00391020182452	0.0	-1	-1	0.882457689971	-1	113.186183407	199.936886368	-1	-1	0.999748573656	326.455914713	34.2728614542	2.50592022184	153.69922353	17919	19571.2603795	128.215517826	7646.09446417	1580.0	-1	73276	-1	-1
ER-059_allsc	0.0035725832856	292	186.969387755	100	54.5074390235	18323	98	0.00031787426451	33855	3134.29146355	8	5669.69116785	0.0	-1	-1	0.200013474475	0.00232567191484	15.5892485563	1.94616896639e-05	0.0	325782	3264.01003138	175.0	-1	-1	-1	37.8510973094	1.54260543667	-1	173.857740586	86.3638013357	-1	-1	1.40820058432	368.071422117	40.520361991	8.98146933721	-1	-1	-1	1.09362528794	0	6	717	6	0	0	221	39104	3	0.00324760658666	0.0	-1	-1	0.900603022622	-1	130.151434626	101.902077316	-1	-1	0.956772800798	475.952961389	32.2321944061	8.33565776983	1101.42028179	124656	61663.7541537	1001.23061545	81343.7842879	8955.0	-1	94169	-1	-1
Reading	0.00214911644802	283	174.452830189	100	52.5790855019	9246	53	0.000550277734517	21939	1808.17307692	33	3318.49844216	0.0	-1	-1	0.150895105512	0.00152624201838	21.6993603412	2.07651975289e-05	0.0	105755	2933.26092309	141.0	-1	-1	-1	37.8510973094	1.41775445679	-1	138.462585034	99.5442608726	-1	-1	1.32261293714	666.322962477	37.52	17.3583786039	-1	-1	-1	1.93254812764	0	2	147	2	0	0	25	12696	1	0.00199116311981	0.0	-1	-1	0.983195635786	-1	69.158867349	92.2548665603	-1	-1	0.930047474128	695.291337102	28.0269513148	11.8021910678	206.992150691	20354	14533.4620874	191.778875885	16658.0740619	938.0	-1	280886	-1	-1
CookieTheft	0.00434193666011	292	206.15	108	48.5335207004	4123	20	0.0001187923569	33855	8411.47368421	8	9659.46293865	0.0	-1	-1	0.220553409855	0.00275004306223	13.265528185	1.187923569e-05	0.0	171974	3264.01003138	175.0	-1	-1	-1	34.8995002533	1.58227878362	-1	189.585313175	80.3735771357	-1	-1	1.42029511163	328.119800898	38.9235294118	8.06374388155	-1	-1	-1	1.09362528794	0	2	463	2	0	0	170	20640	1	0.00388900069767	0.0	-1	-1	0.870608592654	-1	147.493740275	100.522784258	-1	-1	0.962418963025	447.231558055	30.6244677174	7.50598553023	731.012798032	87778	37132.5926367	654.75604646	55780.3661526	6617.0	-1	94169	-1	-1
Memory	0.00374616782959	292	198.16	108	58.0550600723	4954	25	0.000573105313832	8499	1723.91666667	109	1741.05619909	0.0	-1	-1	0.229189386768	0.0024528907432	11.8028571429	4.58484251066e-05	0.0	48053	995.054416333	158.0	-1	-1	-1	16.8862249265	1.54165408549	-1	154.429906542	94.3179191471	-1	-1	1.47329231533	342.51323359	53.8461538462	6.92726148318	-1	-1	-1	1.34421153562	0	2	107	2	0	0	26	5768	1	0.00354627694993	0.0	-1	-1	0.903507264885	-1	99.0847847495	118.029527926	-1	-1	0.969417789365	277.103353262	42.8650835135	4.07266374376	163.415333062	16524	9997.69942959	154.69569311	8905.34407334	1400.0	-1	410267	-1	-1
ET-090_allsc	0.00478605549423	216	141.00877193	100	21.4160206404	16075	114	0.000593311196927	15948	1523.37016982	41	2230.42022733	0.0	-1	-1	0.518489175264	0.00345577749789	9.46008571672	3.12269051014e-05	0.0	207418	2377.29469701	200.0	-1	-1	-1	12.5978826403	1.39122885745	-1	240.043674699	150.716410157	-1	-1	1.42756331036	172.629236	41.0277136259	3.73347943657	-1	-1	-1	0.943481325797	0	6	664	6	0	0	433	24896	3	0.00488876278072	0.0	-1	-1	1.11666267815	-1	160.371654201	172.843428938	-1	-1	1.14581722254	188.016086406	16.717122753	1.7013846894	919.602274773	159389	99623.5471136	939.336658214	74748.4591879	17765.0	-1	75486	-1	-1
Reading	0.00411345718989	142	124.142857143	117	10.1723247331	869	7	0.000139223134907	15948	6632.16666667	583	6712.87853061	0.0	-1	-1	0.748817059071	0.0041170269894	6.83567662566	3.97780385449e-05	0.0	51544	2377.29469701	200.0	-1	-1	-1	12.5978826403	1.00398307792	-1	187.898550725	182.765887927	-1	-1	1.56229562276	204.629141954	42.4626865672	4.00507231806	-1	-1	-1	1.31225271821	0	2	207	2	0	0	134	6187	1	0.00636986818883	0.0	-1	-1	1.31715521578	-1	95.5172141646	258.998077244	-1	-1	1.37082968914	296.123532906	22.9122735984	2.08684541476	206.820514051	38895	37649.772913	320.270602666	27420.3050218	5690.0	-1	178246	-1	-1
CookieTheft	0.00559112465827	216	130.634146341	100	22.6536488204	5356	41	0.000496079759946	5316	1827.325	609	1111.53496058	0.0	-1	-1	0.52449375086	0.00352095634498	8.48173207037	2.41990126803e-05	0.0	87589	599.76769721	100.0	-1	-1	-1	9.31814823794	1.59343196813	-1	236.934707904	149.477101797	-1	-1	1.48128391034	162.751094447	40.2425742574	3.65412307846	-1	-1	-1	0.943481325797	0	2	291	2	0	0	202	10513	1	0.00517969037471	0.0	-1	-1	0.915702088381	-1	140.969203771	127.416094261	-1	-1	1.03858513529	118.515681854	14.2934967402	1.6248889481	462.095270757	68948	43348.3595211	428.091050089	32875.7210783	8129.0	-1	75486	-1	-1
Memory	0.00423349641079	209	149.242424242	124	17.4532876392	9850	66	0.00111458245377	2717	792.707692308	41	563.380885899	0.0	-1	-1	0.314538793878	0.00280334374736	13.0628484541	3.37752258718e-05	0.0	68285	586.272640784	67.0	-1	-1	-1	8.88291879975	1.51931206039	-1	310.518072289	112.881301088	-1	-1	1.1644817406	148.994155543	40.6804123711	3.52354684087	-1	-1	-1	1.08003432201	0	2	166	2	0	0	97	8196	1	0.00322511197261	0.0	-1	-1	1.0463014214	-1	220.456680906	70.9640478229	-1	-1	0.96776885085	77.339448611	9.91058608231	1.14193493217	250.686489965	51546	18625.4146795	190.975005458	14452.4330877	3946.0	-1	275671	-1	-1
EU-015_allsc	0.00387830978136	300	163.807017544	100	53.5228384485	9337	57	0.000319555089616	21855	3034.35164835	8	4427.3808601	0.0	-1	-1	0.40849091089	0.00292084564368	13.4445756785	3.36373778543e-05	0.0	204547	1381.28583834	125.0	-1	-1	-1	14.6099618519	1.33549372709	-1	193.710172745	140.663608587	-1	-1	1.54100574013	122.401094427	35.3463687151	3.09913852665	-1	-1	-1	1.06560963987	0	6	521	6	0	0	179	24553	3	0.00444920451058	0.0	-1	-1	1.12216711032	-1	137.023687144	229.524544713	-1	-1	1.11981724907	142.112711573	19.9697137455	1.92962630748	691.785750631	100923	72863.7492483	793.617956166	21909.7959024	6327.0	-1	74142	-1	-1
Reading	0.0037309144177	267	153.136363636	100	48.8187078257	3369	22	0.000361515076822	15981	2994.42857143	34	4084.25812812	0.0	-1	-1	0.702313465968	0.00371374578917	13.0372157133	3.28650069838e-05	0.0	68284	1381.28583834	125.0	-1	-1	-1	12.7896836883	1.00908798618	-1	167.407079646	189.952382095	-1	-1	1.6101099491	175.640804178	44.6461538462	3.59117106272	-1	-1	-1	1.12024999859	0	2	226	2	0	0	65	8196	1	0.00592662276886	0.0	-1	-1	1.25490066159	-1	102.996451906	306.845061972	-1	-1	1.29346832442	184.220699152	21.4959522129	1.97416752568	227.044796889	37834	42739.2859715	360.664628599	11416.6522716	2902.0	-1	172410	-1	-1
CookieTheft	0.00564854635918	242	189.75	133	46.4535097859	1518	8	0.000101569244833	21855	7875.0	1174	7346.84787284	0.0	-1	-1	0.337754708415	0.00351683510233	20.3492496589	2.53923112082e-05	0.0	85857	600.800635279	116.0	-1	-1	-1	9.54724529217	1.61196415012	-1	215.393501805	96.3873617884	-1	-1	1.4880412798	80.4467019035	29.0297029703	2.58759744695	-1	-1	-1	1.06560963987	0	2	277	2	0	0	101	10305	1	0.00519541099924	0.0	-1	-1	0.934151092967	-1	156.70772791	124.352263722	-1	-1	0.952316563657	77.4378655837	15.708886304	1.37883157397	444.902105434	59664	26602.9118536	409.211351944	8125.11689225	2932.0	-1	74142	-1	-1
EU-024_allsc	0.00479749343621	300	155.222222222	100	51.1091207342	19558	126	0.00106611612204	5183	647.117175153	8	979.093835645	0.0	-1	-1	0.607560458686	0.00340141810367	12.3117951184	5.07674343831e-05	0.0	131008	1724.85271196	175.0	-1	-1	-1	13.7156410194	1.42104400815	-1	162.315920398	179.96275782	-1	-1	1.37315910553	201.067159443	40.6315789474	4.72523186612	-1	-1	-1	1.23389398648	0	6	402	6	0	0	133	15726	3	0.00460097647599	0.0	-1	-1	1.16333782688	-1	101.506616593	239.874872707	-1	-1	1.07495377355	199.433462465	24.851520801	2.64580413874	566.996559252	65251	71805.1403702	543.771005792	26741.9322059	5404.0	-1	102170	-1	-1
Reading	0.00390047946648	300	170.674418605	100	56.7466050716	7339	43	0.00093980854133	5183	666.166666667	8	1158.51637496	0.0	-1	-1	0.751753127849	0.00347510600166	10.6977660972	4.37120251781e-05	0.0	51116	1724.85271196	175.0	-1	-1	-1	9.8563012112	1.12950973107	-1	153.603773585	217.694383618	-1	-1	1.44221275273	178.828071276	45.66	3.28996950112	-1	-1	-1	1.23389398648	0	2	159	2	0	0	50	6136	1	0.00494880015252	0.0	-1	-1	1.24915793835	-1	84.4448002512	307.435369873	-1	-1	1.19001803166	248.518022	30.222042233	1.60098925653	178.462537509	24423	34395.7126116	226.427402178	8941.40356378	2283.0	-1	162978	-1	-1
CookieTheft	0.0055404983719	292	149.549295775	100	47.9359062357	10618	71	0.00162363648837	3383	440.142857143	8	669.143845927	0.0	-1	-1	0.640333050801	0.00338448169407	12.6784869976	4.57362391091e-05	0.0	47770	808.682552525	100.0	-1	-1	-1	9.87275018575	1.64816634901	-1	144.945945946	190.483836588	-1	-1	1.40613449669	218.84467922	40.2857142857	5.07681639119	-1	-1	-1	1.31406152466	0	2	148	2	0	0	42	5734	1	0.0046947251599	0.0	-1	-1	0.939946708652	-1	95.4124440167	204.706864856	-1	-1	0.942737759014	188.490343727	24.1138415006	2.51714617663	242.280453305	21452	28001.1239785	205.295636517	9191.47652724	1692.0	-1	102170	-1	-1
Memory	0.00509541052984	200	133.416666667	100	33.2523637802	1601	12	0.000418074765704	3907	1803.45454545	333	1087.6203716	0.0	-1	-1	0.327781199881	0.00330975856182	13.5591322603	6.96791276173e-05	0.0	32122	568.063865253	92.0	-1	-1	-1	13.7156410194	1.55588902594	-1	203.957894737	100.088338087	-1	-1	1.2048168505	209.97688085	34.8536585366	6.11539206604	-1	-1	-1	1.70111081724	0	2	95	2	0	0	41	3856	1	0.00390370229928	0.0	-1	-1	1.23541492301	-1	124.001451243	108.893235195	-1	-1	1.05861881327	134.712637077	16.0383306108	2.96327421181	146.253568438	19376	9408.30378017	112.047967096	8609.05211486	1429.0	-1	232165	-1	-1
EY-043_allsc	0.00298911112098	291	129.487804878	100	45.4186756474	5309	41	0.000227401302288	18788	3027.94835007	8	4342.4735917	0.0	-1	-1	0.406179369633	0.00255687805744	5.24422602438	3.32782393593e-05	0.0	191809	1337.62795042	133.0	-1	-1	-1	16.4757132763	1.17670470937	-1	219.616052061	159.89809604	-1	-1	1.69342659452	164.9701882	41.1295336788	3.49910192659	-1	-1	-1	1.19435501554	0	6	461	6	0	0	386	23027	3	0.00427353104586	0.0	-1	-1	1.1981232578	-1	134.821113696	218.681774173	-1	-1	1.22193869173	184.751703861	17.4806403725	1.91503719149	538.930756891	101243	73233.3279862	770.509100506	63678.4926452	15876.0	-1	86655	-1	-1
Reading	0.00396669614316	258	162.5	117	65.1996932508	650	4	5.71853376794e-05	10616	7066.0	3899	3374.83910728	0.0	-1	-1	0.655482075627	0.00406015897524	6.30648769575	2.85926688397e-05	0.0	70859	1337.62795042	133.0	-1	-1	-1	16.4757132763	0.980432727285	-1	188.595070423	162.012933661	-1	-1	1.76614849461	168.8175518	42.465	3.46161438326	-1	-1	-1	1.45283400414	0	2	284	2	0	0	200	8505	1	0.00712034476297	0.0	-1	-1	1.30540141844	-1	87.6106959179	256.861092241	-1	-1	1.34865170995	211.141228765	17.3945863178	1.98069552965	277.462461822	53561	45849.660226	498.05387548	33763.5103601	8493.0	-1	153113	-1	-1
CookieTheft	0.00471673773555	109	108.5	108	0.707106781187	217	2	3.85044857726e-05	18788	18788.0	18788	0.0	0.0	-1	-1	0.473926613082	0.00311886334758	7.74419804023	3.85044857726e-05	0.0	52602	755.92032866	100.0	-1	-1	-1	9.97976640466	1.52171920161	-1	278.074074074	152.898733768	-1	-1	1.57840654965	174.306801885	42.152173913	3.69623316312	-1	-1	-1	1.19435501554	0	2	162	2	0	0	138	6314	1	0.00486205860273	0.0	-1	-1	0.921749261604	-1	178.471235936	131.69373398	-1	-1	0.97718324567	144.160200934	17.1655325052	1.85444259179	244.99679146	45048	24616.6961367	252.545047943	24054.3386601	5817.0	-1	86655	-1	-1
Memory	0.000282007663495	291	126.914285714	100	43.483851924	4442	35	0.000599232981783	6183	1665.88235294	8	1655.64742925	0.0	-1	-1	0.0473731616132	0.00025681413505	1.68199233716	3.42418846733e-05	0.0	68348	1088.6976759	108.0	-1	-1	-1	10.0805340361	1.1765359721	-1	175.6	197.64083025	-1	-1	1.53155208328	122.096742187	32.625	3.08854771877	-1	-1	-1	1.49585461735	0	2	15	2	0	0	48	8208	1	0.000340880993744	0.0	-1	-1	0.853437493692	-1	120.99574963	184.978466741	-1	-1	0.957734693214	167.54541384	16.6907096085	1.76464715039	16.4715036094	2634	2766.97162351	19.9101770826	5860.64362495	1566.0	-1	266160	-1	-1
EY-088_allsc	0.00413237668418	300	197.394444444	100	48.378800614	35531	180	0.000505128456973	13904	2035.68202014	8	1811.38138762	0.0	-1	-1	0.441768619766	0.00289045728157	9.94089991245	1.68376152324e-05	0.0	404722	1272.45575455	242.0	-1	-1	-1	11.705853794	1.43383813975	-1	253.185436893	153.283387352	-1	-1	1.6802567273	172.348320022	44.5026642984	3.39547634905	-1	-1	-1	1.04129117603	0	6	1030	6	0	0	563	48575	3	0.00482841877607	0.0	-1	-1	1.01251946412	-1	171.961257365	177.89866316	-1	-1	1.02391470683	164.738789068	24.6882608583	1.70063176102	1472.55176952	260781	157422.038811	1720.58288876	97032.1041723	25055.0	-1	81273	-1	-1
Reading	0.00299749102882	283	185.727272727	108	49.5899200762	4086	22	0.000471849865952	7507	2121.80952381	400	1625.03457253	0.0	-1	-1	0.721430832803	0.00371045576408	8.3216330595	4.28954423592e-05	0.0	50737	1272.45575455	125.0	-1	-1	-1	11.705853794	0.812546623364	-1	193.225433526	195.562282439	-1	-1	2.03377608847	197.225643652	45.6477272727	3.75677051765	-1	-1	-1	1.23796061931	0	2	173	2	0	0	88	6090	1	0.00745899648533	0.0	-1	-1	1.2066059414	-1	89.0180347579	287.554222847	-1	-1	1.25626869608	238.963551456	23.2354464512	1.84004448486	139.758019219	33428	33636.7125794	347.775711129	17355.8566414	4017.0	-1	267064	-1	-1
