Part_id	Sc_id	abspathanglesrate	blinkdurationmax	blinkdurationmean	blinkdurationmin	blinkdurationstd	blinkdurationtotal	blinknum	blinkrate	blinktimedistancemax	blinktimedistancemean	blinktimedistancemin	blinktimedistancestd	enddistance	endpupilsize	eyemovementvelocity	fixationrate	fixationsaccadetimeratio	length	longestsaccadedistance	longestsaccadeduration	maxdistance	maxpupilsize	maxpupilvelocity	maxsaccadespeed	meanabspathangles	meandistance	meanfixationduration	meanpathdistance	meanpupilsize	meanpupilvelocity	meanrelpathangles	meansaccadedistance	meansaccadeduration	meansaccadespeed	mindistance	minpupilsize	minpupilvelocity	minsaccadespeed	numfixations	numsaccades	numsamples	numsegments	relpathanglesrate	startdistance	startpupilsize	stddevabspathangles	stddevdistance	stddevfixationduration	stddevpathdistance	stddevpupilsize	stddevpupilvelocity	stddevrelpathangles	stddevsaccadedistance	stddevsaccadeduration	stddevsaccadespeed	sumabspathangles	sumfixationduration	sumpathdistance	sumrelpathangles	sumsaccadedistance	sumsaccadeduration
EA-007	EA-007_allsc	0.000269555942375	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0141982550921	0.000177151941858	-1	440300	-1	-1	-1	-1	-1	-1	1.62582851271	-1	238.435897436	85.6368728363	-1	-1	1.34409335849	-1	-1	-1	-1	-1	-1	-1	78	0	1854	5	0.000207581985868	-1	-1	1.157419197	-1	226.353681976	59.3970630107	-1	-1	1.04944735706	-1	-1	-1	118.685481428	18598	6251.49171705	91.3983483776	-1	-1
EA-007	EA-007_allsc	0.000248894900275	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0134615611013	0.000155814891908	-1	250297	-1	-1	-1	-1	-1	-1	1.63941175932	-1	238.435897436	88.6681147097	-1	-1	1.3242146162	-1	-1	-1	-1	-1	-1	-1	39	0	928	1	0.000195751210759	-1	-1	1.16154437943	-1	227.837984319	60.9824269072	-1	-1	1.05883455554	-1	-1	-1	62.2976468541	9299	3369.38835897	48.9959407994	-1	-1
EA-007	Reading	0.000383968788612	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0183716542025	0.000230905861456	-1	56300	-1	-1	-1	-1	-1	-1	1.80145356657	-1	138.461538462	86.1936776333	-1	-1	1.26563309489	-1	-1	-1	-1	-1	-1	-1	13	0	324	1	0.000247281776976	-1	-1	1.17425272446	-1	50.6369683542	30.817349353	-1	-1	0.960135394656	-1	-1	-1	21.6174427989	1800	1034.3241316	13.9219640438	-1	-1
EA-007	Memory	0.00011169886114	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.00787582102227	8.54709986218e-05	-1	93599	-1	-1	-1	-1	-1	-1	1.49355738626	-1	112.375	105.309853123	-1	-1	1.26350352242	-1	-1	-1	-1	-1	-1	-1	8	0	327	1	8.09946808675e-05	-1	-1	1.12515035067	-1	35.4075758641	82.0394659559	-1	-1	1.01223226909	-1	-1	-1	10.4549017038	899	737.168971863	7.58102113452	-1	-1
EA-007	CookieTheft	0.000143458892819	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0191845180561	0.00021123041718	-1	28405	-1	-1	-1	-1	-1	-1	0.814989970104	-1	150.0	108.987247077	-1	-1	2.25050578622	-1	-1	-1	-1	-1	-1	-1	6	0	180	1	0.000316916850726	-1	-1	1.17156493789	-1	83.6660026534	99.0503658162	-1	-1	1.45002939777	-1	-1	-1	4.07494985052	900	544.936235383	9.00202314487	-1	-1
EA-007	PupilCalib	0.00173010857511	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0483523394508	0.00102572869476	-1	11699	-1	-1	-1	-1	-1	-1	1.84004911093	-1	475.0	51.4249108396	-1	-1	1.1897399255	-1	-1	-1	-1	-1	-1	-1	12	0	95	1	0.00101695865074	-1	-1	1.18268429534	-1	289.592189749	27.7168973671	-1	-1	1.00740291691	-1	-1	-1	20.2405402202	5700	565.674019235	11.897399255	-1	-1
EA-009	EA-009_allsc	0.000661239159936	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0456899295926	0.000510932230244	-1	407099	-1	-1	-1	-1	-1	-1	1.32605813188	-1	219.951923077	91.627215011	-1	-1	1.41509769536	-1	-1	-1	-1	-1	-1	-1	208	0	2316	5	0.000688258491625	-1	-1	1.13562171806	-1	223.842611193	95.561733048	-1	-1	1.11624261411	-1	-1	-1	269.189800771	45750	18600.3246472	280.189343682	-1	-1
EA-009	Reading	0.000660355942419	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0987148569929	0.000664036561072	-1	51202	-1	-1	-1	-1	-1	-1	1.02459227163	-1	152.235294118	153.163579023	-1	-1	1.57808590931	-1	-1	-1	-1	-1	-1	-1	34	0	369	1	0.000986265167337	-1	-1	1.24789062454	-1	77.737342855	123.600957724	-1	-1	1.35886746207	-1	-1	-1	33.8115449637	5176	5054.39810775	50.498749098	-1	-1
EA-009	Memory	0.000729674189867	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0256409065347	0.000504254648598	-1	47595	-1	-1	-1	-1	-1	-1	1.50994969855	-1	187.5	53.0599541964	-1	-1	1.29814284177	-1	-1	-1	-1	-1	-1	-1	24	0	314	1	0.000600045015631	-1	-1	0.781014442058	-1	154.110350074	38.1782595177	-1	-1	0.877163946418	-1	-1	-1	34.7288430667	4500	1220.37894652	28.559142519	-1	-1
EA-009	CookieTheft	0.000966773205919	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0.0541153192878	0.000714239335108	-1	46203	-1	-1	-1	-1	-1	-1	1.39586945103	-1	196.939393939	78.1340655329	-1	-1	1.36677971819	-1	-1	-1	-1	-1	-1	-1	33	0	380	1	0.000917043725817	-1	-1	1.16913608673	-1	148.956776322	78.1268963033	-1	-1	1.04281411642	-1	-1	-1	44.6678224331	6499	2500.29009705	42.3701712639	-1	-1
