	Unnamed: 0	starttime	endtime	duration	endx	endy
0	0	53182.0	53890.0	708.0	1025.0049310248808	389.5771918088956
1	1	54690.0	55690.0	1000.0	1075.4351415789597	420.5953966537935
2	2	55990.0	57589.0	1599.0	1013.1147984016092	392.5166911898103
3	3	57889.0	60189.0	2300.0	1042.4619607960394	390.46155894763615
4	4	60889.0	63089.0	2200.0	1080.85840609805	409.6211833756061
5	5	63389.0	64589.0	1200.0	1010.339275401621	395.4373105045768
6	6	65289.0	65389.0	100.0	1034.2785811719136	402.7043037101921
7	7	65588.0	65689.0	101.0	1018.4768260427024	386.6619113787618
8	8	82987.0	83087.0	100.0	902.8654287617336	426.646952983651
9	9	83487.0	83587.0	100.0	926.513600725254	443.6221309182064
10	10	83787.0	83887.0	100.0	841.8660322008218	442.047111268281
11	11	84687.0	84786.0	99.0	977.261655311632	414.07482843528686
12	12	85986.0	86086.0	100.0	1143.0392333169875	507.4574090450407
13	13	86386.0	87086.0	700.0	1065.1688150682292	441.48541073254944
14	14	90986.0	91186.0	200.0	1137.0246423478848	450.0031429906272
15	15	93986.0	94085.0	99.0	948.0766455847706	442.56407830862094
16	16	94685.0	94985.0	300.0	809.3828749860472	473.9364668794916
17	17	95385.0	95685.0	300.0	801.6161289950817	488.7877548312003
18	18	95985.0	96185.0	200.0	806.219210603174	483.1576863259769
19	19	96385.0	96485.0	100.0	936.5434435159024	482.8238732592116
20	20	96985.0	97185.0	200.0	914.0458100889708	473.34054788208834
21	21	99985.0	100085.0	100.0	774.67261501313	459.048500234547
22	22	100785.0	100885.0	100.0	844.806195734454	438.6440915443607
23	23	101485.0	101585.0	100.0	751.0874708811962	460.9807308778912
24	24	102485.0	102585.0	100.0	984.2842983312418	536.779637842487
25	25	103884.0	103984.0	100.0	852.2032582323613	481.6049789240862
26	26	104984.0	105084.0	100.0	799.797940991476	452.9313056265853
27	27	106284.0	106384.0	100.0	922.4447874760568	448.286021431802
28	28	106884.0	106984.0	100.0	784.0265433378898	420.3323985776757
29	29	107484.0	107584.0	100.0	835.130167915292	453.3752795044908
30	30	109884.0	109984.0	100.0	969.8265847048592	481.5304036066565
31	31	112283.0	112783.0	500.0	1110.7532056089103	505.7151187509219
32	32	113583.0	113783.0	200.0	1089.6516084438329	502.93775611594
33	33	114283.0	114683.0	400.0	1138.6195930509382	504.3730590830344
34	34	115083.0	115383.0	300.0	1101.247061393751	455.6955813781343
35	35	115983.0	116083.0	100.0	916.3988447323984	509.3580589653523
36	36	117183.0	117483.0	300.0	1181.796439212972	516.6311352844986
37	37	119483.0	119583.0	100.0	1103.4716908383662	499.8570879984912
38	38	121583.0	121683.0	100.0	1378.0947010017744	552.8379270094542
39	39	121883.0	121983.0	100.0	1194.259151797549	493.0243909340937
40	40	124182.0	124282.0	100.0	1164.7678587722248	531.6274973583547
41	41	124582.0	124682.0	100.0	1071.847758731201	486.48518748068017
42	42	126382.0	126490.0	108.0	1099.2774432414835	464.5051412013677
43	43	129882.0	130282.0	400.0	1207.0425566512772	507.3713822819048
44	44	130882.0	130982.0	100.0	906.7112589800824	459.1163339847824
45	45	131282.0	131690.0	408.0	799.6072691831125	470.1454070967913
46	46	132390.0	132590.0	200.0	909.108330179947	483.6561555956698
47	47	133890.0	133990.0	100.0	905.5408890899585	454.17262997355886
48	48	134290.0	134690.0	400.0	907.9623503584164	477.3611633455832
49	49	134990.0	135489.0	499.0	847.1137529263328	445.0980051093744
50	50	136189.0	136289.0	100.0	773.7291598922446	437.91241368901166
51	51	139189.0	139389.0	200.0	849.9372018806367	427.7275396269156
52	52	139889.0	140189.0	300.0	811.2644945855113	446.1811132348113
53	53	140589.0	140689.0	100.0	830.8866804156243	437.6206801693633
54	54	141389.0	141489.0	100.0	802.16488235997	441.3136575877948
55	55	141989.0	142089.0	100.0	866.1602580602959	437.8887162209954
56	56	143689.0	143989.0	300.0	737.405819138052	418.30990562745495
57	57	144388.0	144488.0	100.0	777.1908092510872	404.47511686078695
58	58	145388.0	145488.0	100.0	790.402298746231	476.78179221453377
59	59	146088.0	146188.0	100.0	751.4790121059777	449.65562021149947
60	60	148088.0	148288.0	200.0	910.9378701268612	450.8216724270077
61	61	150788.0	150888.0	100.0	1030.1878428069074	447.8251298711535
62	62	152588.0	152688.0	100.0	959.21417654095	429.5116473982343
63	63	154487.0	154687.0	200.0	1059.2141826503755	449.9106682708647
64	64	154887.0	154987.0	100.0	993.840118118394	434.2898949682127
65	65	155387.0	155487.0	100.0	1145.1537449798086	473.3697968465989
66	66	156387.0	156487.0	100.0	1099.6711735475265	535.3171041554482
67	67	156787.0	156887.0	100.0	1046.0537190764364	508.6256415569586
68	68	157287.0	157387.0	100.0	1097.6805987665864	503.4199132986456
69	69	158087.0	158187.0	100.0	911.3026006764746	478.8100403773751
70	70	159487.0	159587.0	100.0	804.9288799806704	509.0098398388565
71	71	159887.0	159987.0	100.0	795.1381051050661	536.8312906706022
72	72	163586.0	163686.0	100.0	739.9368965781853	431.1019843724516
73	73	166286.0	166486.0	200.0	1213.4341249766703	489.5131807159198
74	74	167086.0	167186.0	100.0	1054.730674666343	499.9917632360461
75	75	168386.0	168486.0	100.0	1091.6202523792851	499.297541147082
76	76	168686.0	168786.0	100.0	934.6776403978708	471.9729109283367
77	77	168986.0	169086.0	100.0	930.1921939384576	502.024471011164
78	78	169886.0	169986.0	100.0	934.2176587713952	501.4609022961073
79	79	171586.0	171886.0	300.0	995.6133800287446	505.8233627817739
80	80	174585.0	174985.0	400.0	1137.400284201668	533.869195881595
