	Unnamed: 0	starttime	endtime	duration	endx	endy
0	0	41858.0	43550.0	1692.0	1039.3492838033153	365.8331410587965
1	1	43758.0	43950.0	192.0	1006.7937991028256	358.9468384515474
2	2	44258.0	45358.0	1100.0	1094.127187836108	381.12603320659895
3	3	45758.0	46058.0	300.0	1044.9151114673066	385.7487891931007
4	4	46858.0	47758.0	900.0	1071.485465096591	386.1785758813396
5	5	48358.0	49157.0	799.0	1050.9324582451798	382.9425967579864
6	6	49357.0	49657.0	300.0	1016.6037595417578	382.2019934323648
7	7	49857.0	51257.0	1400.0	1047.8334903193563	380.7206137284163
8	8	51457.0	51557.0	100.0	1022.1738515481344	383.91546583061904
9	9	51957.0	52057.0	100.0	1040.5124282569418	381.8511942038273
10	10	52457.0	53057.0	600.0	985.822459789052	366.21353440053065
11	11	53257.0	53357.0	100.0	1031.9883462008586	393.8438644004577
12	12	53557.0	54057.0	500.0	1051.195189293342	403.4945552857925
13	13	74754.0	74854.0	100.0	1030.143671545031	364.0287187390241
14	14	76454.0	76554.0	100.0	925.3395737474556	372.4746962259607
15	15	78754.0	78854.0	100.0	953.0665769676708	350.7834356222144
16	16	79354.0	79454.0	100.0	940.5961068071882	355.7867682573698
17	17	81153.0	81353.0	200.0	980.9433546586334	353.0512601216519
18	18	81653.0	81753.0	100.0	981.7366355885262	361.0058192713791
19	19	82953.0	83053.0	100.0	993.9147406872668	378.48865039577953
20	20	83253.0	83353.0	100.0	1016.7732819138014	363.7664130432229
21	21	84253.0	84353.0	100.0	1026.835403429351	365.4285321364377
22	22	84553.0	84953.0	400.0	1054.3989959461765	369.3961498821165
23	23	85153.0	85253.0	100.0	999.4420900626376	368.3183662816373
24	24	86653.0	86753.0	100.0	1107.973283712059	380.7707017531302
25	25	87853.0	87953.0	100.0	1098.8770297364788	396.4099781868776
26	26	88753.0	89152.0	399.0	1152.834350431765	396.1489880212084
27	27	90852.0	90952.0	100.0	1106.005874169549	389.992069091229
28	28	91252.0	91352.0	100.0	1134.407462792674	380.5526455533309
29	29	92952.0	93052.0	100.0	911.4543188986707	398.839983744772
30	30	93652.0	93752.0	100.0	886.1728393466761	380.54123200981047
31	31	94552.0	94652.0	100.0	1004.1525382095352	375.18375456134936
32	32	95152.0	95352.0	200.0	864.5490390138632	385.29606005942696
33	33	97951.0	98052.0	101.0	936.208946331672	374.66764025020655
34	34	98651.0	98751.0	100.0	875.9855527690929	379.7983423067289
35	35	99751.0	99851.0	100.0	976.3126011336576	397.5712177582844
36	36	101551.0	101751.0	200.0	944.441165814804	352.22538804412443
37	37	102051.0	102151.0	100.0	892.8879169628158	381.8130646436644
38	38	102551.0	102751.0	200.0	854.3774459312848	364.14294360729787
39	39	104551.0	104951.0	400.0	746.7792890877238	326.16924433018
40	40	106550.0	106650.0	100.0	783.0967732164852	336.7303538917966
41	41	106950.0	107250.0	300.0	776.6998115764266	347.3815907705411
42	42	108850.0	108950.0	100.0	767.048117695113	338.6507464788702
43	43	109450.0	109750.0	300.0	727.2042120188293	338.8304452279897
44	44	110250.0	110950.0	700.0	713.6798025349609	346.8936891314497
45	45	118657.0	118757.0	100.0	755.6053384188957	341.6341755999463
46	46	119057.0	119657.0	600.0	775.5559311849851	345.18523279956094
47	47	120357.0	120457.0	100.0	878.0423556918962	321.79740755258246
48	48	122558.0	122758.0	200.0	919.4342995455008	362.461635631949
49	49	122958.0	123058.0	100.0	873.7817297986501	355.69020935934554
50	50	123258.0	123358.0	100.0	903.203522238908	365.3941636341766
51	51	124258.0	124358.0	100.0	958.2934934118734	370.72678814998
52	52	127657.0	127757.0	100.0	952.991124213009	371.608558672843
53	53	129057.0	129157.0	100.0	1034.9179345453192	380.5351335757348
54	54	147655.0	147855.0	200.0	960.4943138013592	396.73156909088107
55	55	150555.0	150855.0	300.0	801.9973694391666	366.76107915580536
56	56	164653.0	164753.0	100.0	874.8683005934382	348.4593850618476
