	Unnamed: 0	starttime	endtime	duration	endx	endy
0	0	49504.0	50104.0	600.0	849.809369482338	414.0306900724249
1	1	51904.0	52104.0	200.0	822.5154947184551	427.6971735080616
2	2	52404.0	53004.0	600.0	796.8267705203995	405.0585265520912
3	3	53404.0	53804.0	400.0	816.3853738703423	413.71759333411273
4	4	54603.0	54703.0	100.0	786.432238436522	426.25490087184886
5	5	55003.0	55103.0	100.0	760.0171676865683	410.5517531413441
6	6	55603.0	55703.0	100.0	775.9453354881216	400.40571074778194
7	7	56003.0	56203.0	200.0	862.5303292399752	403.3863159932661
8	8	56403.0	56603.0	200.0	725.6416411420036	402.22209921063137
9	9	57903.0	58903.0	1000.0	792.8879786828627	410.284166132856
10	10	59903.0	60003.0	100.0	801.5582076952036	468.3843961705398
11	11	60503.0	60703.0	200.0	846.8146968744268	413.2833527991971
12	12	61603.0	61803.0	200.0	760.1004921068263	449.1804786589184
13	13	85706.0	86006.0	300.0	693.1734574966193	378.5522985784295
14	14	86206.0	86406.0	200.0	750.8742608294699	401.6171855349292
15	15	99709.0	99801.0	92.0	1101.3587090925114	400.20024914911744
16	16	100009.0	100101.0	92.0	1039.0672061120868	415.0785599104381
17	17	101101.0	101209.0	108.0	1019.86840343187	404.72084426318304
18	18	104209.0	104309.0	100.0	1117.425639823093	405.0152520207469
19	19	105009.0	105109.0	100.0	1059.324979171824	407.7413862880536
20	20	109908.0	110108.0	200.0	1123.7244843449355	428.0264091305305
21	21	116306.0	116506.0	200.0	1205.1471526522912	484.1783159240034
22	22	131403.0	131503.0	100.0	614.0396765436036	404.0008451478906
23	23	148606.0	148706.0	100.0	313.1861269652871	469.843390305532
24	24	148906.0	149006.0	100.0	368.3106220843529	450.81872205842336
25	25	149406.0	149806.0	400.0	430.2068353762687	420.5456749938792
26	26	154207.0	154307.0	100.0	785.7963876888882	412.6752893024524
27	27	205006.0	205206.0	200.0	1050.2387095375846	414.1727968821978
28	28	231806.0	231906.0	100.0	1127.3885181426006	441.1807353909903
29	29	235205.0	235505.0	300.0	685.5458724253155	439.52518995923214
30	30	237005.0	237205.0	200.0	950.650000032338	427.07461656412175
31	31	238805.0	238905.0	100.0	1482.169990998501	553.2459537374848
32	32	262006.0	262206.0	200.0	1011.281719974402	456.3345869176599
33	33	262606.0	262706.0	100.0	1049.1684436274106	499.9649836032359
34	34	263006.0	263206.0	200.0	1092.2536153694812	496.4852876398064
35	35	274107.0	274207.0	100.0	354.95791368450205	463.8102950471854
36	36	275207.0	275407.0	200.0	581.8403686838988	405.2136967176392
37	37	280406.0	280706.0	300.0	363.3621951213162	488.451251712812
38	38	281306.0	281406.0	100.0	526.303851759779	433.69824817741176
39	39	291202.0	291302.0	100.0	360.62049632181225	464.9477793866941
40	40	293902.0	294002.0	100.0	943.1286751031896	416.7026124880623
41	41	296801.0	297001.0	200.0	1028.2471398052812	418.9367855617466
42	42	303109.0	303409.0	300.0	884.4308563795425	377.92459829630593
43	43	339208.0	339308.0	100.0	551.9353566697336	425.61669398580256
44	44	339508.0	339608.0	100.0	532.3680908649826	380.2560662359192
45	45	339908.0	340208.0	300.0	522.0773918706294	410.0084679511944
46	46	340908.0	341208.0	300.0	594.6742167101139	421.014313248313
47	47	341408.0	341608.0	200.0	501.9088113227715	413.8940029513863
48	48	371908.0	371908.0	0.0	1270.1890932652818	514.8126486274124
