	Unnamed: 0	starttime	endtime	duration	endx	endy
0	0	71293.0	72293.0	1000.0	990.8453272767724	509.7966071520834
1	1	72493.0	73393.0	900.0	1053.6910415681805	534.4891752482251
2	2	73593.0	74093.0	500.0	1025.0279012277908	524.3976733560581
3	3	74293.0	75193.0	900.0	989.561225556773	506.6662618007984
4	4	75393.0	76793.0	1400.0	1026.7606216379245	528.7395181510221
5	5	76993.0	77393.0	400.0	989.8195623807576	507.3883804245012
6	6	77593.0	78293.0	700.0	938.1964084527878	499.1273583763708
7	7	78493.0	79393.0	900.0	985.1644680119266	524.9414714538482
8	8	79593.0	79793.0	200.0	965.774384723232	513.0525097821494
9	9	79993.0	102890.0	22897.0	1015.75785617187	517.7116598043947
10	10	103190.0	103390.0	200.0	907.2139026835108	502.01728465017777
11	11	103990.0	104290.0	300.0	954.2727476783128	509.95818585229847
12	12	105390.0	105490.0	100.0	1031.0361428913925	519.2342833706814
13	13	110990.0	111090.0	100.0	1164.36501337829	535.9880558687452
14	14	111990.0	112090.0	100.0	1123.9886573872898	583.0548125875924
15	15	113789.0	113889.0	100.0	1215.4487350486206	596.5229843800635
16	16	114789.0	114989.0	200.0	861.2019775053836	475.3787197933276
17	17	115989.0	116189.0	200.0	800.9142691614798	508.4434880150312
18	18	117589.0	117689.0	100.0	721.705532354819	505.5310102351973
19	19	119289.0	119389.0	100.0	773.4625110007862	489.618215548325
20	20	122189.0	122289.0	100.0	921.103462124842	512.0292834920523
21	21	122589.0	122689.0	100.0	907.265163398713	539.4678895064682
22	22	123096.0	123388.0	292.0	847.9132162555876	538.132936230783
23	23	124988.0	125096.0	108.0	863.624745559677	544.8177110798903
24	24	125388.0	125796.0	408.0	852.9678145922604	530.7889975618265
25	25	126596.0	126696.0	100.0	961.0258390475216	579.8607148218119
26	26	127296.0	127396.0	100.0	969.4067260940192	619.7452097242162
27	27	127696.0	127796.0	100.0	871.2242027708842	555.6152440086717
28	28	127996.0	128096.0	100.0	891.2986933340658	576.5042403565369
29	29	128995.0	129095.0	100.0	1019.3655595824082	512.0101533679882
30	30	129395.0	129895.0	500.0	1003.1510455899614	529.9639017084614
31	31	130295.0	130395.0	100.0	1035.620198838122	512.6254554128905
32	32	130595.0	130995.0	400.0	1004.1692742682338	531.6240633365234
33	33	131195.0	131295.0	100.0	1073.9686785414874	528.3000939468591
34	34	131495.0	131595.0	100.0	1110.2366675759226	529.747606607704
35	35	131795.0	131995.0	200.0	1146.1766028770528	527.470295156821
36	36	132195.0	132295.0	100.0	1120.220823177286	533.157134634814
37	37	132495.0	132795.0	300.0	1051.501811829898	523.4030082056235
38	38	133395.0	133495.0	100.0	1113.920963660502	522.6988640629736
39	39	133695.0	133795.0	100.0	1086.785275931884	524.1136267188666
40	40	134095.0	134695.0	600.0	1080.1127452384876	549.0616857460296
41	41	134895.0	135095.0	200.0	1065.8097154028678	534.6149569939067
42	42	135295.0	135695.0	400.0	1075.968527469556	517.2192248395268
43	43	135895.0	135995.0	100.0	1099.7256771927175	534.9251791825756
44	44	136295.0	136395.0	100.0	1083.898562531339	521.279598774873
45	45	136995.0	137095.0	100.0	1116.1528664263967	545.3100430947139
46	46	137295.0	137395.0	100.0	1149.5693386102305	536.9120808184912
47	47	137695.0	138095.0	400.0	1164.3265011665076	573.5966249589718
48	48	138494.0	138694.0	200.0	1085.963271240421	558.378807534907
49	49	139094.0	139194.0	100.0	1101.904280638454	520.2165098955048
50	50	140194.0	140294.0	100.0	1012.4047361711288	549.1827690946945
51	51	140894.0	140994.0	100.0	982.1218132627451	541.955283586168
52	52	141794.0	141894.0	100.0	995.0045522212272	571.996781372325
53	53	142194.0	142294.0	100.0	1004.660385296076	595.1439674126592
54	54	143894.0	143994.0	100.0	1006.0673702097256	517.9822843094444
55	55	144494.0	144594.0	100.0	1165.085550889347	540.0770258910574
