	Unnamed: 0	starttime	endtime	duration	endx	endy
0	0	61497.0	62397.0	900.0	1018.3641089575532	449.17140648861584
1	1	65196.0	65296.0	100.0	1028.541345911188	444.070555739269
2	2	66096.0	66196.0	100.0	1014.0879592856955	456.2124991186307
3	3	67896.0	67996.0	100.0	1044.1942319379757	460.25255412851504
4	4	92394.0	92494.0	100.0	1009.4282058631755	397.1716342747916
5	5	92894.0	93594.0	700.0	938.7715565955904	386.73556401706287
6	6	94294.0	94394.0	100.0	990.893762206384	395.5954786383998
7	7	94694.0	94994.0	300.0	942.4090093944832	397.87958197797593
8	8	95194.0	95594.0	400.0	910.7995307218182	383.8891592509013
9	9	96294.0	96494.0	200.0	1132.9142526405628	446.5388090754189
10	10	96694.0	96794.0	100.0	1118.820063043227	462.5977560412441
11	11	98893.0	98994.0	101.0	1262.5789208821975	423.2584479373307
12	12	100493.0	100593.0	100.0	987.5815217791558	387.91926090601817
13	13	101493.0	101593.0	100.0	1093.853223392876	416.2495853030401
14	14	101793.0	101993.0	200.0	1118.0511875945342	410.9610789213789
15	15	102193.0	102293.0	100.0	1077.125342980926	408.90567729477056
16	16	102793.0	102893.0	100.0	1177.120349599435	451.0761768967604
17	17	107393.0	107493.0	100.0	1023.8268926336946	421.4449252709039
18	18	108393.0	108493.0	100.0	989.1530198639176	398.87829439579787
19	19	110992.0	111093.0	101.0	982.0003781863478	434.1863192562898
20	20	112692.0	112792.0	100.0	864.9509084798713	402.6226451701215
21	21	113692.0	113992.0	300.0	887.4066993915013	400.5536560793186
22	22	114792.0	114992.0	200.0	858.131718417692	404.80585852685016
23	23	116491.0	117490.0	999.0	946.907748365686	426.3112252812493
24	24	119290.0	119490.0	200.0	1127.1917733601374	462.14998488986726
25	25	119790.0	119890.0	100.0	1114.8970162779617	474.6924871977588
26	26	120590.0	120790.0	200.0	1052.555298889071	440.8329654849825
27	27	121390.0	121490.0	100.0	1054.9855550644795	446.572885384726
28	28	124890.0	124990.0	100.0	1239.836946201146	546.14476593881
29	29	155691.0	155791.0	100.0	1010.2554674427712	404.2035144468511
30	30	160890.0	160990.0	100.0	1162.85962155561	467.2183645073457
31	31	163690.0	163890.0	200.0	1067.1444203379622	429.7271658748307
32	32	166589.0	166789.0	200.0	1171.3016168533018	420.58649250533085
33	33	170189.0	170397.0	208.0	1227.1463910111977	427.0309881661592
34	34	178696.0	178896.0	200.0	1135.2631646581792	453.1482635071567
35	35	188895.0	189095.0	200.0	838.3611990827799	385.77440016293326
36	36	189795.0	189895.0	100.0	903.9628635084206	400.1078592984599
37	37	194095.0	194395.0	300.0	862.2494830567728	390.10979057527686
38	38	208493.0	208593.0	100.0	884.1639183383661	408.4111726229028
39	39	208893.0	209093.0	200.0	831.9101329090685	390.366495954999
40	40	216792.0	216892.0	100.0	961.4680641157986	419.05219864944985
41	41	265095.0	265195.0	100.0	920.0616318142844	391.31092835528193
42	42	270894.0	270994.0	100.0	1010.5266658367065	429.84360461923535
43	43	275893.0	275993.0	100.0	1040.8498812246387	422.3342006722904
44	44	284692.0	285592.0	900.0	1068.5089114730538	425.2506575707407
45	45	301091.0	301491.0	400.0	1012.2470493997536	444.7189731900014
46	46	306590.0	307190.0	600.0	999.4777396092906	437.6569813521987
47	47	307590.0	307690.0	100.0	888.9790047532656	386.9988521768509
48	48	310490.0	310590.0	100.0	960.0304394808064	415.8684588323592
