	OpenFace_TS	RecordingTimestamp	left_x	left_y	right_x	right_y	avg_x	avg_y	ParticipantName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX	FixationPointY	ValidityLeft	ValidityRight	UnclassifiedIndex
0	67.7	68392.0	797.6366151254565	464.8877723670545	806.0983476785167	462.503219092485	801.8674814019864	463.6954957297697	HA-192			Unclassified	0			0	0	1
1	67.8	68492.0	794.3812554277127	463.1506930583377	802.6885197132001	460.6517461782477	798.5348875704566	461.9012196182926	HA-192	1		Fixation	200	798.5348875704566	461.9012196182926	0	0	
2	67.9	68592.0	809.4048161890998	462.9095195861699	816.8955214622906	460.6674220541029	813.1501688256949	461.7884708201364	HA-192	1		Fixation	200	798.5348875704566	461.9012196182926	0	0	
3	68.0	68692.0	801.3352659423072	459.13640697070366	808.7327048628866	456.6997088648181	805.0339854025968	457.9180579177607	HA-192	1		Fixation	200	798.5348875704566	461.9012196182926	0	0	
4	68.1	68792.0	839.0647504312764	459.2029138895348	847.0557519588247	458.0172627217598	843.0602511950501	458.6100883056472	HA-192		1	Saccade	0			0	0	
5	68.2	68892.0	843.7409981266856	452.3470278185762	852.3467097919159	451.68522385440656	848.0438539593008	452.0161258364913	HA-192	2		Fixation	1199	848.0438539593008	452.0161258364913	0	0	
6	68.3	68992.0	844.5773623525959	443.2369006290027	853.8359296850742	442.97211290137466	849.2066460188348	443.1045067651885	HA-192	2		Fixation	1199	848.0438539593008	452.0161258364913	0	0	
7	68.5	69192.0	859.9433316136277	448.6921416153613	869.2522519726538	448.7808493379313	864.5977917931407	448.73649547664616	HA-192	2		Fixation	1199	848.0438539593008	452.0161258364913	0	0	
8	69.2	69892.0	826.7056571407805	431.28380651708375	835.821615992803	430.7666811117899	831.2636365667917	431.0252438144367	HA-192	2		Fixation	1199	848.0438539593008	452.0161258364913	0	0	
9	69.4	70091.0	826.6198804554749	430.1254050307718	835.7647852853454	429.6276915479279	831.1923328704103	429.8765482893498	HA-192	2		Fixation	1199	848.0438539593008	452.0161258364913	0	0	
10	69.8	70491.0	817.6134570413024	428.5030043091641	826.7396598719222	427.7437660763093	822.1765584566118	428.1233851927368	HA-192			Unclassified	0			0	0	2
11	69.9	70591.0	814.0734866516547	425.2276150871427	823.1256752676242	424.4050450651815	818.5995809596393	424.8163300761621	HA-192	3		Fixation	500	818.5995809596393	424.8163300761621	0	0	
12	70.1	70791.0	811.4980635849696	427.49047786803015	820.4781996347925	426.52158507828784	815.9881316098808	427.0060314731589	HA-192	3		Fixation	500	818.5995809596393	424.8163300761621	0	0	
13	70.2	70891.0	813.1021020909267	428.2277862206307	822.2039800027702	427.2940079947626	817.653041046848	427.7608971076965	HA-192	3		Fixation	500	818.5995809596393	424.8163300761621	0	0	
14	70.3	70991.0	813.0495486204486	427.2195424114197	822.1030670836285	426.29422432853175	817.5763078520381	426.7568833699759	HA-192	3		Fixation	500	818.5995809596393	424.8163300761621	0	0	
15	70.4	71091.0	815.1370439900961	426.2200186081674	824.3228203360077	425.42832368816096	819.7299321630519	425.824171148164	HA-192	3		Fixation	500	818.5995809596393	424.8163300761621	0	0	
16	70.6	71291.0	784.9214646445017	446.0943846521028	792.2242329235773	443.5042611782597	788.5728487840393	444.7993229151811	HA-192		2	Saccade	0			0	0	
17	70.7	71391.0	786.6418426263439	446.8950300671557	793.9389030759351	444.3400920703604	790.2903728511393	445.61756106875794	HA-192	4		Fixation	1000	790.2903728511393	445.61756106875794	0	0	
18	70.8	71491.0	791.437294700005	446.3643941121116	799.0484030343978	443.999047172555	795.2428488672014	445.1817206423331	HA-192	4		Fixation	1000	790.2903728511393	445.61756106875794	0	0	
19	71.2	71891.0	776.209600481955	447.5335816579481	783.7720452762395	444.6503280894733	779.9908228790974	446.0919548737105	HA-192	4		Fixation	1000	790.2903728511393	445.61756106875794	0	0	
20	71.4	72091.0	777.0663489411136	445.6847654391535	784.655667955082	442.9420397403074	780.8610084480974	444.3134025897302	HA-192	4		Fixation	1000	790.2903728511393	445.61756106875794	0	0	
21	71.5	72191.0	784.0127152906156	442.7048776672852	791.4785056432296	440.23293291634434	787.7456104669224	441.4689052918147	HA-192	4		Fixation	1000	790.2903728511393	445.61756106875794	0	0	
22	71.6	72291.0	781.4976483147739	442.9998508697777	788.8859358534152	440.41960318532784	785.1917920840943	441.70972702755273	HA-192	4		Fixation	1000	790.2903728511393	445.61756106875794	0	0	
23	71.7	72391.0	785.3795071286166	442.34605269366	792.8902037536837	439.9308154893791	789.13485544115	441.1384340915194	HA-192	4		Fixation	1000	790.2903728511393	445.61756106875794	0	0	
24	72.1	72791.0	828.89855325082	433.56776572126296	837.9308406673306	433.1008867718086	833.4146969590754	433.3343262465357	HA-192		3	Saccade	0			0	0	
25	72.5	73191.0	835.4069257524648	436.5252889370531	844.749959942559	436.32200437728034	840.0784428475121	436.4236466571664	HA-192	5		Fixation	2400	840.0784428475121	436.4236466571664	0	0	
26	72.7	73391.0	832.0385568558822	435.1079363752375	841.2918145788562	434.81330148416833	836.6651857173691	434.96061892970266	HA-192	5		Fixation	2400	840.0784428475121	436.4236466571664	0	0	
