	OpenFace_TS	RecordingTimestamp	left_x	left_y	right_x	right_y	avg_x	avg_y	ParticipantName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX	FixationPointY	ValidityLeft	ValidityRight	UnclassifiedIndex
0	47.2	48637.0	958.2984511807368	388.4774898131138	965.141867689956	392.8721176900116	961.7201594353468	390.67480375156265	HO-165			Unclassified	0			0	0	1
1	47.6	49037.0	942.2333185151664	455.2111403700469	948.5700245967838	457.2427099949192	945.4016715559748	456.226925182483	HO-165		1	Saccade	400			0	0	
2	47.7	49137.0	860.2620391028389	406.9911814172825	861.6762173124627	405.69814676560026	860.9691282076511	406.3446640914413	HO-165		1	Saccade	400			0	0	
3	47.9	49337.0	923.7178601942172	407.2541491095712	926.1592492065732	408.1200665835029	924.9385547003948	407.6871078465372	HO-165		1	Saccade	400			0	0	
4	48.0	49437.0	876.8928911770995	400.2349467111201	877.5199911971151	399.4720068156023	877.2064411871073	399.8534767633612	HO-165		1	Saccade	400			0	0	
5	48.1	49537.0	874.9626043011052	394.6151191069471	875.6921039450141	393.97824732941547	875.3273541230593	394.2966832181812	HO-165	1		Fixation	1400	875.3273541230593	394.2966832181812	0	0	
6	48.2	49637.0	876.1834201430581	396.92082629598406	876.7618842515762	396.22729386234016	876.472652197317	396.5740600791619	HO-165	1		Fixation	1400	875.3273541230593	394.2966832181812	0	0	
7	48.3	49737.0	872.7521913504493	396.85372963054925	873.3718812447485	396.2357316104983	873.0620362975986	396.5447306205237	HO-165	1		Fixation	1400	875.3273541230593	394.2966832181812	0	0	
8	48.4	49837.0	878.1305625585644	397.5401954315231	879.0879826991631	397.1151181707064	878.6092726288631	397.3276568011146	HO-165	1		Fixation	1400	875.3273541230593	394.2966832181812	0	0	
9	48.5	49937.0	875.7665160333137	396.5618548245738	876.6375172505584	396.03435097979656	876.2020166419358	396.298102902185	HO-165	1		Fixation	1400	875.3273541230593	394.2966832181812	0	0	
10	48.6	50037.0	875.1332475265854	399.4343589629794	875.8408431593188	398.6806764609364	875.4870453429514	399.0575177119578	HO-165	1		Fixation	1400	875.3273541230593	394.2966832181812	0	0	
11	48.7	50137.0	866.1769582951041	394.5299184635357	867.167043733459	393.6652578313936	866.6720010142814	394.0975881474647	HO-165	1		Fixation	1400	875.3273541230593	394.2966832181812	0	0	
12	48.8	50237.0	876.9808816113783	397.5191064343594	877.9310258193764	396.898508928606	877.4559537153771	397.2088076814825	HO-165	1		Fixation	1400	875.3273541230593	394.2966832181812	0	0	
13	48.9	50337.0	865.9469335421101	402.5476020843964	866.7304030866488	401.3622878788483	866.3386683143793	401.9549449816222	HO-165	1		Fixation	1400	875.3273541230593	394.2966832181812	0	0	
