	OpenFace_TS	RecordingTimestamp	left_x	left_y	right_x	right_y	avg_x	avg_y	ParticipantName	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX	FixationPointY	ValidityLeft	ValidityRight	UnclassifiedIndex
0	52.5	53435.0	1121.2110087866429	377.6042552139921	1128.4896254434063	387.2367317253135	1124.8503171150246	382.42049346965285	EA-141			Unclassified	0			0	0	1
1	52.6	53535.0	1063.612195110442	383.0681253315104	1069.9280076873736	390.4204981157514	1066.7701013989076	386.74431172363074	EA-141		1	Saccade	200			0	0	
2	52.8	53735.0	1022.5428573129284	382.6649654542048	1028.078897355565	388.5449245899497	1025.3108773342472	385.6049450220772	EA-141		1	Saccade	200			0	0	
3	52.9	53835.0	999.6172177219732	390.2121921378038	1004.3735946193416	394.94374316575175	1001.995406170658	392.5779676517776	EA-141	1		Fixation	200	1001.995406170658	392.5779676517776	0	0	
4	53.0	53935.0	998.1458333083344	388.2089195873877	1002.598420955032	392.92771593947657	1000.3721271316832	390.5683177634322	EA-141	1		Fixation	200	1001.995406170658	392.5779676517776	0	0	
5	53.1	54035.0	993.3418490038202	391.611352576626	997.5835443223978	395.9706552518464	995.4626966631088	393.7910039142361	EA-141	1		Fixation	200	1001.995406170658	392.5779676517776	0	0	
6	53.2	54135.0	1098.404308500155	379.6457679578685	1105.1627694369447	388.66597599660497	1101.7835389685497	384.1558719772367	EA-141			Unclassified	0			0	0	2
7	53.3	54235.0	1096.744048753991	380.1868232921281	1103.3180413201353	389.1592808478237	1100.031045037063	384.67305206997577	EA-141	2		Fixation	100	1100.031045037063	384.67305206997577	0	0	
8	53.4	54335.0	1104.593097721579	377.9320797989005	1111.6210071505711	387.2497902678596	1108.1070524360755	382.59093503338	EA-141	2		Fixation	100	1100.031045037063	384.67305206997577	0	0	
9	53.5	54435.0	1051.8829748327782	382.1625552657701	1057.5542437756058	389.2042407867026	1054.718609304192	385.68339802623626	EA-141		2	Saccade	200			0	0	
10	53.6	54535.0	1010.50968472262	385.756582149273	1015.232197122373	391.10517896421055	1012.8709409224964	388.43088055674167	EA-141		2	Saccade	200			0	0	
11	53.7	54635.0	975.9285858705094	388.5808345626425	979.6097480774058	392.5580421671226	977.7691669739576	390.5694383648824	EA-141		2	Saccade	200			0	0	
12	53.8	54735.0	991.7489816742652	384.89638986122895	996.127298984479	389.5738136407269	993.9381403293718	387.235101750978	EA-141	3		Fixation	100	993.9381403293718	387.235101750978	0	0	
13	53.9	54835.0	1010.7796622434956	389.8989540729213	1016.1913785402268	395.1509686179242	1013.4855203918612	392.5249613454226	EA-141	3		Fixation	100	993.9381403293718	387.235101750978	0	0	
14	54.0	54935.0	1105.4017946891097	364.7859146975011	1114.4419197828925	374.7918177343829	1109.921857236001	369.78886621594216	EA-141		3	Saccade	0			0	0	
15	54.1	55043.0	1102.9661737232	364.2283627494164	1111.9524887817695	374.20071499560896	1107.4593312524846	369.2145388725128	EA-141	4		Fixation	292	1107.4593312524846	369.2145388725128	0	0	
16	54.3	55235.0	1101.2158545332934	366.1934630475192	1110.202286224783	376.0474768179381	1105.7090703790377	371.1204699327287	EA-141	4		Fixation	292	1107.4593312524846	369.2145388725128	0	0	
17	54.4	55335.0	1105.6647168118757	367.84038276677575	1114.7569331545428	377.84198907487735	1110.2108249832092	372.84118592082655	EA-141	4		Fixation	292	1107.4593312524846	369.2145388725128	0	0	
18	54.5	55435.0	1048.3398429165752	370.1546319418321	1056.1459928431243	377.7240617547635	1052.2429178798502	373.93934684829793	EA-141		4	Saccade	900			0	0	
19	54.8	55735.0	1139.4314584065382	378.4678070208008	1149.5611461831402	389.670697063329	1144.496302294839	384.069252042065	EA-141		4	Saccade	900			0	0	
20	54.9	55835.0	1127.079538087221	376.1196204565338	1137.0852859065076	386.9320842519491	1132.0824119968645	381.5258523542416	EA-141		4	Saccade	900			0	0	
21	55.0	55935.0	999.5833844663445	384.96946942451984	1006.6368476054824	390.2493077204693	1003.1101160359136	387.6093885724946	EA-141		4	Saccade	900			0	0	
22	55.3	56235.0	984.9758730174764	382.98691048018657	991.469066553341	387.7310674980854	988.2224697854087	385.358988989136	EA-141		4	Saccade	900			0	0	
23	55.4	56335.0	1123.5227893827844	371.2449745558128	1133.4078322002342	382.088139749521	1128.46531079151	376.6665571526669	EA-141		4	Saccade	900			0	0	
24	55.8	56735.0	1128.5927261652762	377.1373609409651	1138.151241107871	387.5276220697724	1133.3719836365738	382.3324915053688	EA-141		5	Saccade	408			0	0	
25	56.0	56935.0	1080.692065754267	367.7036858222685	1090.1832507337488	376.79053784096266	1085.4376582440077	372.2471118316157	EA-141		5	Saccade	408			0	0	
26	56.2	57143.0	1123.427373296814	370.5537691687044	1133.0797432314823	380.9840968738844	1128.2535582641483	375.7689330212946	EA-141		5	Saccade	408			0	0	
27	56.3	57235.0	1112.744354568763	366.7206450068156	1122.171678669885	376.91642440974783	1117.458016619324	371.8185347082817	EA-141	5		Fixation	2100	1117.458016619324	371.8185347082817	0	0	
28	56.4	57335.0	1117.930582732674	369.92478582566144	1127.3767206487005	380.2056438687077	1122.6536516906874	375.0652148471847	EA-141	5		Fixation	2100	1117.458016619324	371.8185347082817	0	0	
29	56.5	57435.0	1106.8274673762148	366.6709173798627	1116.2818817448012	376.6646229527312	1111.554674560508	371.6677701662972	EA-141	5		Fixation	2100	1117.458016619324	371.8185347082817	0	0	
